art_id	class	tier	display_name	canvas	grid_w	grid_h	desc	historical_anchor	source_url	intake_source
shield_shell_pelta	shield	4	Moon-Shell Pelta	P	2	3	a compact crescent wood shield faced by a few broad mother-of-pearl plates, each drilled near the edges and sparsely lashed or peened to continuous rawhide backing, with a plain bronze rim, front face only	Ancient crescent pelta silhouette; rigid shell plates are specified with drilled attachment interfaces over a coherent organic backing	https://resources.metmuseum.org/resources/metpublications/pdf/Art_of_the_Hellenistic_Kingdoms_From_Pergamon_to_Rome.pdf	new_generation
buckler_jade_boss	buckler	4	Jade-Boss Buckler	S	2	2	a small thick hide-and-wood buckler with a functional bronze hand boss containing one thumbnail-sized jade inset recessed below a broad protective collar, otherwise plain, front fighting face only	Ancient center-grip boss mechanics anchored by Greek and Late Roman shield bosses; jade is non-structural and protected from impact	https://www.metmuseum.org/art/collection/search/244541	new_generation
shield_coral_spine	shield	4	Coral Spine Shield	P	2	4	a long flat oval wood shield with a single forged bronze spine and two tiny protected coral studs at the spine terminals, broad plain hide fields, front face only	Iron Age Witham shield, whose bronze spine, organic backing, and coral setting provide the structural anchor	https://www.britishmuseum.org/collection/object/H_1872-1213-1	new_generation
shield_vermand_officer	shield	4	Vermand Officer Shield	P	2	3	a plain oval rawhide-covered wood fighting shield with a deep iron hand boss faced by thin silver sheet and a few small glass studs recessed near its crown, otherwise undecorated, front face only	Late 4th-century Gallo-Roman military officer's shield boss and surviving riveted grip from Vermand; the iron boss directly protected the hand behind a circular or oval wooden shield	https://www.metmuseum.org/art/collection/search/22635	new_generation
shield_redglass_boss	shield	4	Redglass Boss Shield	P	2	3	a tall narrow wood fighting shield under plain rawhide, with a functional bronze boss and short spine carrying five small opaque red-glass studs seated in deep bronze cells, no radial or solar motif, front face only	Iron Age Battersea shield facing: four riveted bronze sheets over an organic fighting body, with opaque red glass studs mechanically framed in the central boss and structural roundels	https://www.britishmuseum.org/collection/object/H_1857-0715-1	new_generation
shield_skymetal_tower	shield	5	Riven Tower Shield	P	2	4	a very tall rounded-rectangle body shield of dark hardwood faced by three broad raw dark meteoric-iron plates, joined over hide backing with a plain reinforced edge, front face only	Ancient tower-shield silhouette anchored by Near Eastern evidence; material extrapolated as rare meteoritic iron	https://www.britishmuseum.org/sites/default/files/2019-12/FINAL_Esarhaddon_low%20res.pdf	new_generation
shield_skymetal_oval	shield	5	Meteoric Spine Shield	P	2	4	a long narrow oval wood shield with one severe raw dark meteoric-iron central spine, deep hand boss, and plain iron edge bands, front fighting face only	Iron Age Witham and Chertsey long oval shield construction, translated into rare meteoritic iron	https://www.britishmuseum.org/collection/object/H_1986-0901-1	new_generation
buckler_skymetal	buckler	5	Black-Iron Buckler	S	2	2	a compact deep-domed buckler hammered from raw dark meteoric iron, with a wide plain rim and a protected center grip, front fighting face only	Ancient convex bronze boss and buckler mechanics translated into rare meteoritic iron	https://www.metmuseum.org/art/collection/search/248657	new_generation
guard_skymetal_spine	defensive_offhand	5	Riven Parrying Spine	P	1	2	an elongated hand-and-forearm guard forged from one thick bar of raw dark meteoric iron, with a deep center grip, blunt flared terminals, and no blade edge	Ancient parrying-guard family combined with compact ancient ironworking and center-grip mechanics	https://www.metmuseum.org/art/collection/search/22635	new_generation
shield_skymetal_round	shield	5	Black Rib Shield	P	2	3	a broad round wood shield faced by a thin raw dark meteoric-iron plate with three deep concentric ribs and one stepped boss, otherwise plain, front face only	Late Bronze Age Yetholm-type ribbed sheet shield translated into rare meteoritic iron	https://www.britishmuseum.org/collection/object/H_1873-0210-2?selectedImageId=1168430001	new_generation
shield_skymetal_scutum	shield	5	Night Legion Scutum	P	2	4	a tall curved rectangular laminated-wood scutum with a broad raw dark meteoric-iron boss, straight edge bands, and two plain vertical reinforcing ribs, no insignia, front face only	Roman rectangular scutum geometry and surviving metal fittings	https://www.britishmuseum.org/collection/object/H_1893-1213-1	new_generation
focus_antler_prong	rite_focus	1	Antler Prong	P	1	3	a substantial double-ended ritual implement carved from one dense antler beam, with short opposed prongs, a thick central grip, and no face or sacred symbol	Neolithic to Bronze Age perforated antler macehead as a robust ritual-impact construction anchor	https://www.britishmuseum.org/collection/object/H_St-D-86	new_generation
focus_stone_bowl	rite_focus	1	Serpentine Offering Bowl	S	2	2	a deep heavy offering bowl carved from one piece of dark serpentine stone, with a low foot and one broad pouring lip, plain and usable	Prehistoric-through-Classical stone vessel tradition; form anchored by ancient libation bowls	https://www.metmuseum.org/en/art/collection/search/255910	new_generation
focus_wood_clappers	rite_focus	1	Hardwood Clappers	P	1	2	a pair of broad dense hardwood signaling clappers joined at one thick hand grip, shown as one complete substantial sounding implement	Ancient paired clapper and signaling-instrument family, using only carved wood and cord technology	https://www.metmuseum.org/art/collection/search/246680	new_generation
focus_shell_rattle	rite_focus	1	Shell Frame Rattle	P	1	2	a heavy forked hardwood hand frame holding three large pierced shell sounding plates on one stout crossbar, compact and durable	Rigid ancient sistrum construction simplified into wood and shell without copying sacred iconography	https://www.britishmuseum.org/collection/object/G_1893-0626-1	new_generation
focus_copper_bell	rite_focus	2	Copper Ring Bell	P	1	2	a heavy cast copper hand bell with a large integral top ring sized for a firm hand grip, a broad flared mouth, and one visible internal clapper, surfaces mostly plain	Greek and Roman bronze hand bell with documented integral ring suspension and simple body	https://www.britishmuseum.org/collection/object/G_1814-0704-1228	new_generation
focus_copper_sistrum	rite_focus	2	Copper Bar Sistrum	P	1	3	a rigid cast copper handled frame with three straight transverse sounding bars and a thick disk-ended grip, no deity heads, text, or copied sacred symbols	Late Period Egyptian and Roman sistrum structure, stripped of culture-specific sacred imagery	https://www.metmuseum.org/art/collection/search/553063	new_generation
focus_copper_ewer	rite_focus	2	Copper Libation Ewer	S	2	2	a substantial hammered copper pouring vessel with a low rounded body, one high loop handle, and a sharply defined short spout, no inscriptions	Ancient libation-vessel tradition documented by Greek and Near Eastern ritual vessels	https://www.metmuseum.org/en/art/collection/search/255910	new_generation
focus_copper_ladle	rite_focus	2	Copper Dipper Ladle	P	1	2	a substantial side-spouted copper dipper with a deep round bowl, broad strap handle, open pouring lip, and two plain reinforcing ribs	Neo-Assyrian bronze side-spouted dipper ladle excavated at Nimrud	https://www.britishmuseum.org/collection/object/W_N-120	new_generation
focus_bronze_prongs	rite_focus	3	Bronze Pronged Sceptre	P	1	3	a compact heavy bronze sceptre with opposed forked terminals, a thick central leather-wrapped grip, and plain bounded bands, symmetrical and combat-solid	Ancient sceptre and double-ended pronged ritual-offhand families; metal construction anchored by surviving Classical sceptres	https://www.britishmuseum.org/collection/object/G_1872-0604-842	multi_context:faction_dustwind - STR - tier 2/05__ritual.png
focus_bronze_phiale	rite_focus	3	Bronze Libation Bowl	S	2	2	a broad shallow hammered bronze phiale with a raised central omphalos, a thick usable rim, and one restrained punched band, no symbols	Greek 4th-century BC bronze phiale or libation bowl	https://www.metmuseum.org/en/art/collection/search/255910	new_generation
focus_bronze_censer	rite_focus	3	Bronze Tripod Censer	S	2	2	a compact hemispherical bronze incense bowl on three sturdy feet with a broad in-turned rim, one fitted pierced lid, and soot confined to the interior	Late Roman and Early Byzantine open-bowl bronze censer with tripod feet	https://www.britishmuseum.org/collection/object/H_1986-0705-1	multi_context:faction_dustwind - Misc/02__ritual.png
focus_bronze_handseal	rite_focus	3	Bronze Hand Seal	P	1	2	a dense palm-sized cast bronze stamp seal with a broad circular face and tall solid perforated handle, shown obliquely so its bounded geometric stamp remains unreadable	Copper-alloy Bronze Age stamp seal from western Iran with a tall perforated handle, dated 2200-1800 BC	https://www.britishmuseum.org/collection/object/W_1975-0301-6	new_generation
focus_jade_mace	rite_focus	4	Jade Mace-Sceptre	P	1	3	a compact authority sceptre with one heavy polished jade pear-shaped head socketed to a short dark hardwood shaft, plain bronze collar, no face motif	Ancient ceremonial mace-sceptre family and perforated stone mace construction	https://www.britishmuseum.org/collection/object/H_OA-227	new_generation
focus_ram_rhyton	rite_focus	4	Ram-Head Rhyton	S	2	2	a substantial bronze libation cup with one compact ram-head pouring terminal, a deep cylindrical vessel body, and one broad handle, with no added symbols or tiny figures	Ancient Greek and Near Eastern libation-vessel tradition, with one bounded animal terminal and culture-specific imagery suppressed	https://www.metmuseum.org/en/art/collection/search/255910	multi_context:faction_north - DEX - tier 2/05__ritual.png
focus_amber_bell	rite_focus	4	Amber-Terminal Bell	P	1	2	a heavy bronze hand bell with a short thick handle and one small amber inset recessed into its broad terminal above the gripping hand, safely away from mouth and clapper, otherwise plain	Ancient Greek and Roman hand-bell construction; amber is limited to one protected non-impact handle inset	https://www.britishmuseum.org/collection/object/G_1814-0704-1228	new_generation
focus_ivory_waxboards	rite_focus	4	Ivory Wax Boards	S	2	2	two thick ivory leaves from a hinged folding writing set, slightly open, with shallow blank wax recesses and visible edge hinge holes, no invented grip, writing, or figures	Neo-Assyrian ivory writing tablet from Nimrud, one of sixteen hinged waxed leaves, dated 720-710 BC	https://www.britishmuseum.org/collection/object/W_1954-1115-2	new_generation
focus_skymetal_rod	rite_focus	5	Meteoric Rite Rod	P	1	3	a severe double-ended raw dark meteoric-iron rod with four broad blunt flanges at each end, a thick central grip, and no glow, gems, text, or symbols	Ancient double-ended pronged rod and mace-sceptre structures translated into rare meteoritic iron	https://www.britishmuseum.org/collection/object/G_1872-0604-842	new_generation
focus_skymetal_bell	rite_focus	5	Black-Iron Hand Bell	P	1	2	a massive handled bell cast from raw dark meteoric iron, with a broad flared mouth, one heavy clapper, and two plain reinforcing bands	Ancient Greek and Roman hand-bell geometry translated into rare meteoritic iron	https://www.britishmuseum.org/collection/object/G_1814-0704-1228	new_generation
focus_skymetal_incense_arm	rite_focus	5	Black-Iron Incense Arm	P	1	3	a long handled censer forged from raw dark meteoric iron, with a shallow ember tray at one end, a broad integral hand grip at the other, and a severe plain shaft, no symbols or smoke effects	Late Period Egyptian bronze incense burner, a complete 47.3 cm long handled ritual implement, translated only in T5 material	https://www.britishmuseum.org/collection/object/Y_EA41606	new_generation
focus_skymetal_lamp	rite_focus	5	Riven Oil Lamp	S	2	2	a heavy raw dark meteoric-iron oil lamp with a deep round reservoir, two opposed short nozzles, a broad rigid handle, and a fitted filling lid, no figures or glow effects	Roman bronze double-nozzle lamp construction	https://www.britishmuseum.org/collection/object/G_1864-0126-1	new_generation
