art_id	class	tier	display_name	canvas	grid_w	grid_h	desc	historical_anchor	source_url	intake_source
body_lamellar_bark	body_lamellar	1	Bark Lamellar Vest	P	2	3	A complete empty hip-short vest of broad hand-shaped bark lamellae arranged in four hand-varied horizontal rows over a full bast backing, with a square neck and blunt waist; drilled lacing holes and tight fiber joins carry the load, active-service organic material, no belt, lower garment, anatomy, metal, or basket read.	A0-A4/L wood or bark lamellar vest; taxonomy B-20	https://www.metmuseum.org/art/collection/search/26565	new_generation
body_lamellar_copper	body_lamellar	2	Copper Lamellar Vest	P	2	3	A complete empty hip-short vest of tall thin hammered copper lamellae, each plate pierced near its edges and joined in overlapping horizontal rows over a continuous hide backing; early worked-metal construction with irregular hand spacing, active-service finish, no belt, lower garment, anatomy, shoulder towers, symbols, or mail.	A1-A2 copper lamellar extrapolation using documented ancient scale attachment	https://www.metmuseum.org/art/collection/search/326389	new_generation
body_lamellar_bronze	body_lamellar	3	Dark Bronze Lamellar	P	2	3	A complete empty hip-short martial lamellar cuirass with a squared chest, short integrated upper-arm rows, and staggered rectangular dark-bronze plates joined over a hidden continuous backing; compact active-service silhouette, no belt, lower garment, anatomy, gemstones, dangling ornaments, mail, or medieval shoulders.	A2-A4 lamellar cuirass; taxonomy B-14	https://www.metmuseum.org/art/collection/search/26565	items_post_calib_batch[93]:ChatGPT Image Jul 10, 2026, 11_25_57 PM (5).png
body_lamellar_horn	body_lamellar	4	Horn Lamellar Panoply	P	2	3	A complete empty hip-short ritual lamellar panoply made from many thick polished horn plates drilled at their margins and tightly joined in broad overlapping rows on a full dark-hide backing; bounded pale and black horn fields provide exotic value while remaining functional, no belt, lower garment, anatomy, metal ornament, symbols, or dangling plates.	A2-A4/L hard-organic lamellar construction; taxonomy B-19	https://www.metmuseum.org/art/collection/search/26565	new_generation
body_lamellar_skymetal	body_lamellar	5	Skymetal Lamellar	P	2	3	A complete empty hip-short endgame lamellar cuirass of raw dark meteoric-iron plates joined in dense offset rows over a full black hide backing, with continuous shoulder courses and a straight waist edge; actively maintained metal with shallow service scratches, no belt, lower garment, anatomy, glow, gilding, symbols, or mail.	T5 material translation of ancient lamellar construction	https://www.metmuseum.org/art/collection/search/326389	new_generation
body_splint_bone	body_splint	1	Bone-Splint Vest	P	2	3	A complete empty hip-short vest of broad split-bone slats laid vertically over one thick rawhide body, each slat drilled near both ends and secured into reinforced horizontal hide bands; active-service bone and hide, no belt, lower garment, anatomy, metal, jewels, symbols, or rib-cage costume shape.	A0/L bone or shell plate armor; taxonomy B-19	https://www.metmuseum.org/art/collection/search/26565	new_generation
body_splint_copper	body_splint	2	Copper-Splint Corselet	P	2	3	A complete empty hip-short corselet with a small hand-varied set of broad vertical copper splints seated in continuous doubled-linen channels across the chest and back; every splint has a full backing load path, active-service early metal, no belt, lower garment, anatomy, loose plaques, symbols, or modern panel regularity.	A1-A2 early worked-metal splint defense; taxonomy B-15	https://www.metmuseum.org/de/essays/warfare-in-ancient-greece	new_generation
body_splint_bronze	body_splint	3	Bronze-Splint Cuirass	P	2	3	A complete empty martial cuirass of narrow vertical bronze splints mounted across a full hardened-hide front and back, with denser protection over the chest and broad unplated flex zones at the sides; active-service bronze, no belt, lower garment, anatomy, decorative striping, dangling plates, or brigandine styling.	A2-A4 splint torso defense; taxonomy B-15	https://www.metmuseum.org/art/collection/search/326389	new_generation
body_splint_lacquerhorn	body_splint	4	Lacquered Horn Splints	P	2	3	A complete empty hip-short prestige cuirass of long black-lacquered horn splints seated edge-to-edge over a continuous crimson felt backing, with two broad polished natural-horn shoulder arcs that continue the same structural family; active-service ritual finish, no belt, lower garment, anatomy, metal decoration, gems, or symbols.	A2-A4/L hard-organic splint defense; taxonomy B-15/B-19	https://www.metmuseum.org/art/collection/search/26565	new_generation
body_splint_skymetal	body_splint	5	Skymetal Splint Cuirass	P	2	3	A complete empty hip-short endgame cuirass of raw dark meteoric-iron splints mounted vertically over one full blackened-hide front and back, with broad side flex zones and corresponding shoulder structure; active-service edge polish only, no belt, lower garment, anatomy, glow, gilding, symbols, or medieval brigandine pattern.	T5 material translation of ancient splint defense	https://www.metmuseum.org/art/collection/search/326389	new_generation
body_banded_hide	body_banded	1	Layered Hide Shell	P	2	3	A complete empty hip-short torso shell made from four broad horizontal rawhide bands overlapping upward around a full front and back, with a single continuous hide shoulder yoke; one organic construction family, active-service finish, no belt, lower garment, anatomy, metal, symbols, or costume wrap.	A0-A4/L layered leather helmet/armor panel logic; taxonomy B-02/B-03	https://www.britishmuseum.org/collection/object/Y_EA5473	new_generation
body_banded_copper	body_banded	2	Copper-Band Corselet	P	2	3	A complete empty hip-short corselet of four broad hammered copper torso bands overlapping around a complete rawhide body, with copper confined to continuous load-bearing bands rather than decorative plaques; active-service early metal, no belt, lower garment, anatomy, dangling parts, symbols, or machine-perfect repetition.	A1-A2 early worked-metal banded defense extrapolation	https://www.britishmuseum.org/collection/object/H_1982-0103-9	new_generation
body_banded_bronze	body_banded	3	Bronze-Band Cuirass	P	2	3	A complete empty martial torso defense of broad overlapping bronze bands wrapping the full chest and back beneath two layered bronze shoulder arcs per side, ending at a compact waist edge; active-service bronze and ancient articulated-band geometry, no belt, lower garment, anatomy, mail, symbols, or medieval pauldrons.	A4 lorica segmentata geometry translated to mature bronze; taxonomy B-16	https://www.britishmuseum.org/collection/object/H_1982-0103-9	new_generation
body_banded_ritual	body_banded	4	Ritual Rib Cuirass	P	2	3	A complete empty prestige bronze cuirass with five broad hand-hammered horizontal ribs integral to its front and back shells and one bounded black-lacquered rim field; exotic value comes from exceptional ribbed metalwork and lacquer, not pasted plates, active-service finish, no belt, lower garment, anatomy, gems, symbols, or radial motifs.	A3-A4 prestige sheet-metal corslet with structural ribs	https://www.britishmuseum.org/collection/object/G_1873-0820-223	new_generation
body_banded_skymetal	body_banded	5	Skymetal Banded Cuirass	P	2	3	A complete empty Roman-derived articulated torso defense of broad raw dark meteoric-iron bands wrapping front and back, with two severe layered shoulder arcs per side and a compact waist edge; active-service bright edge wear only, no belt, lower garment, anatomy, glow, gilding, mail, symbols, or medieval plate harness.	T5 material translation of lorica segmentata; taxonomy B-16	https://www.britishmuseum.org/collection/object/H_1982-0103-9	new_generation
helmet_light_quilted	helmet_light	1	Quilted War Cap	S	2	2	A complete empty close-fitting padded cap made entirely from four broad irregularly quilted linen sectors with a thick bound lower rim and full rounded crown; active-service textile with one small repair, dark neutral interior, no head, ears, hair, metal plates, symbols, or modern sports padding.	A0-A4/L padded textile cap; taxonomy H-01	https://www.metmuseum.org/de/essays/warfare-in-ancient-greece	new_generation
helmet_light_copper_bowl	helmet_light	2	Copper Bowl Helm	S	2	2	A complete empty simple hammered-copper hemispherical bowl with one heavy rolled lower rim and a short integral rear lip; first-metal construction with visible hand hammering and healthy active-service color, dark interior, no head, ears, hair, crest, separate plaques, symbols, or medieval nasal.	A1-A2 simple metal bowl helmet; taxonomy H-09	https://en.natmus.dk/historical-knowledge/denmark/prehistoric-period-until-1050-ad/the-bronze-age/the-viksoe-helmets/the-helmets-of-the-bronze-age/	new_generation
helmet_light_bronze_pilos	helmet_light	3	Bronze Pilos Helm	S	2	2	A complete empty mature bronze pilos-type helmet with a clean steep conical bowl, blunt apex, slightly flared lower edge, and no separate cheek guards; plain active-service soldierly bronze, dark interior, no head, ears, hair, crest, symbols, or medieval pointed nasal details.	A3 pilos-type bronze helmet; taxonomy H-17	https://www.metmuseum.org/de/essays/warfare-in-ancient-greece	new_generation
helmet_light_riverhide	helmet_light	4	River-Hide War Hood	S	2	2	A complete empty Roman-Egyptian crocodile-hide helmet following the surviving object's actual fitted hide crown, brow seam, side coverage, and rear fall; the rare ritual material remains one continuous active-service hide family, dark interior, no animal head, face, ears, hair, metal ornament, jewels, or symbols.	Roman Egypt, 3rd-4th century crocodile-skin helmet, BM EA5473	https://www.britishmuseum.org/collection/object/Y_EA5473	new_generation
helmet_light_skymetal_bowl	helmet_light	5	Skymetal Bowl Helm	S	2	2	A complete empty severe hemispherical helmet hammered from raw dark meteoric iron, with a heavy lower rim, shallow forward brow, and short integral rear neck lip; actively maintained with bright worn edges, dark interior, no head, ears, hair, glow, gilding, crest, symbols, or medieval nasal.	T5 material translation of ancient simple bowl helmet	https://www.britishmuseum.org/collection/object/H_1950-0706-1	new_generation
helmet_open_rawhide	helmet_open	1	Rawhide Cheek Helm	S	2	2	A complete empty hardened-rawhide skullcap with a low full dome, heavy brow, paired broad cheek tabs, and a corresponding continuous rear edge; one active-service organic shell family, dark interior, no head, ears, hair, metal plates, crest, symbols, or modern seams.	A0-A4/L rawhide skullcap; taxonomy H-03	https://www.britishmuseum.org/collection/object/Y_EA5473	new_generation
helmet_open_copper_attic	helmet_open	2	Copper Attic Helm	S	2	2	A complete empty Attic-type helmet hammered from early copper, with a rounded full bowl, pronounced forward brow peak, large paired cheekpieces, open ear cutouts, and a short continuous rear edge; active-service hand-worked copper, no head, ears, hair, crest, symbols, or closed Corinthian face.	A3 Attic silhouette translated to T2 copper workmanship; taxonomy H-15	https://www.metmuseum.org/de/essays/warfare-in-ancient-greece	new_generation
helmet_open_bronze_chalcidian	helmet_open	3	Bronze Chalcidian Helm	S	2	2	A complete empty Chalcidian-type mature bronze helmet with a rounded bowl, strongly shaped paired cheekpieces, deep open ear cutouts, modest brow peak, and short rear neck edge; plain active-service martial bronze, no head, ears, hair, crest, symbols, or closed face.	A3 Chalcidian helmet; taxonomy H-13	https://www.metmuseum.org/de/essays/warfare-in-ancient-greece	new_generation
helmet_open_amber_boeotian	helmet_open	4	Amber-Rim Boeotian Helm	S	2	2	A complete empty prestige Boeotian-type bronze helmet with a low rounded crown and broad irregular downturned brim, carrying only four small protected amber studs recessed into the thick rear rim; at least ninety percent plain active-service bronze, dark interior, no head, ears, hair, radial motif, gems elsewhere, crest, or symbols.	A3 Boeotian helmet with bounded T4 amber prestige allocation; taxonomy H-18	https://www.metmuseum.org/de/essays/warfare-in-ancient-greece	new_generation
helmet_open_skymetal_phrygian	helmet_open	5	Skymetal Forward Helm	S	2	2	A complete empty Phrygian-type helmet forged from raw dark meteoric iron, with a tall crown curving decisively forward, paired cheek guards, open face, and continuous rear edge; active-service bright edge wear only, no head, ears, hair, glow, gilding, plume, symbols, horns, or medieval spikes.	T5 material translation of A3 Phrygian/Thracian helmet; taxonomy H-16	https://www.metmuseum.org/de/essays/warfare-in-ancient-greece	new_generation
helmet_ridged_cane	helmet_ridged	1	Cord-Ridge Cane Helm	S	2	2	A complete empty dense woven-cane helmet with a squat full dome, one raised central ridge formed by doubled structural cord, a thick hide rim, and a narrow continuous rear lip; one organic construction family with no open gaps, dark interior, no head, ears, hair, metal ornament, crest, or basket read.	A0-A4/L woven cane helmet; taxonomy H-07	https://www.metmuseum.org/art/collection/search/26565	new_generation
helmet_ridged_copper_twin	helmet_ridged	2	Copper Twin-Ridge Helm	S	2	2	A complete empty open-face copper helmet with a full rounded bowl, fixed paired cheek plates, two integral raised crest ridges running across the crown, and a clearly visible back dome; active-service early copper, dark interior, no head, ears, hair, plume, engraved scenes, symbols, or medieval nasal.	Illyrian-type silhouette translated to T2 copper; taxonomy H-14	https://www.metmuseum.org/art/collection/search/257808	new_generation
helmet_ridged_bronze_illyrian	helmet_ridged	3	Bronze Illyrian Helm	S	2	2	A complete empty Illyrian-type mature bronze helmet with an open face, fixed long paired cheek plates, twin raised crown ridges, and a complete back dome; plain active-service martial bronze, dark interior, no head, ears, hair, plume, engraved scenes, symbols, or medieval nasal.	A3 Illyrian helmet, Met 1989.281.49	https://www.metmuseum.org/art/collection/search/257808	new_generation
helmet_ridged_crossband	helmet_ridged	4	Crossband War Helm	S	2	2	A complete empty fifth-century Sasanian prestige helmet with four dark-iron crown plates between two crossing arched bands and a deep brow ring, plus paired cheek guards and full rear protection; one bounded gilt edge line marks ritual rank while most metal remains plain active-service iron, no head, ears, hair, symbols, gems, mail, or nasal.	5th-century Sasanian cross-band helmet, Met 49.104	https://www.metmuseum.org/art/collection/search/27399	new_generation
helmet_ridged_skymetal	helmet_ridged	5	Skymetal Ridge Helm	S	2	2	A complete empty Late Roman ridge helmet made from two raw dark meteoric-iron half shells meeting beneath a tall central ridge, with reinforced brow, paired cheek guards, and a continuous rear neck plate; active-service bright edge wear only, no head, ears, hair, glow, gilding, plume, symbols, mail, or medieval face.	T5 material translation of A4 ridge helmet; taxonomy H-25	https://resources.metmuseum.org/resources/metpublications/pdf/Arms_and_Armor_Permanent_Collection_The_Metropolitan_Museum_of_Art_Bulletin_v_49_no_1_Summer_1991.pdf	new_generation
helmet_segmented_tusk	helmet_segmented	1	Tusk-Plate Cap	S	2	2	A complete empty Mycenaean-derived rawhide and felt cap covered by four hand-varied rows of short curved boar-tusk plates, each plate pierced at its corners and sewn tightly to the full backing with alternating curvature; active-service organic materials, no projecting tusk horns, skull face, head, ears, hair, metal, crest, or symbols.	Late Bronze Age Mycenaean boar-tusk helmet construction	https://resources.metmuseum.org/resources/metpublications/pdf/Assyria_to_Iberia_at_the_Dawn_of_the_Classical_Age.pdf	new_generation
helmet_segmented_copper	helmet_segmented	2	Four-Plate Copper Helm	S	2	2	A complete empty rounded helmet built from four broad hammered copper crown plates seated inside a deep copper brow ring and joined by narrow structural copper bands, with paired cheek guards and a rear edge; active-service first-metal workmanship, no head, ears, hair, crest, symbols, gilding, or medieval nasal.	A4 browband-and-plate geometry translated to T2 copper; taxonomy H-29	https://www.britishmuseum.org/collection/object/W_-22498	new_generation
helmet_segmented_bronze	helmet_segmented	3	Six-Plate Bronze Helm	S	2	2	A complete empty mature bronze six-plate segmented helmet with a tall rounded crown, prominent external vertical bands, deep brow ring, paired cheek guards, and mechanically complete rear neck plate; plain active-service martial bronze, no head, ears, hair, nasal bar, symbols, gilding, mail, or later medieval silhouette.	A4 spangenhelm geometry translated to T3 bronze; taxonomy H-26	https://resources.metmuseum.org/resources/metpublications/pdf/Arms_and_Armor_Permanent_Collection_The_Metropolitan_Museum_of_Art_Bulletin_v_49_no_1_Summer_1991.pdf	new_generation
helmet_segmented_gilded	helmet_segmented	4	Gilded Field Spangenhelm	S	2	2	A complete empty sixth-century Byzantine protective spangenhelm with a tall rounded six-plate iron crown, external gilt-copper structural bands, a deep brow ring, paired cheek guards, and a complete rear neck plate; prestige comes from bounded gilding on the load-bearing bands while broad plate fields remain plain active-service iron, no copied figures, animals, sacred imagery, head, ears, hair, nasal bar, gems, or mail.	6th-century Byzantine protective spangenhelm, Met 42.50.1	https://www.metmuseum.org/art/collection/search/35692	new_generation
helmet_segmented_skymetal	helmet_segmented	5	Skymetal Steppe Cone	S	2	2	A complete empty pointed steppe composite helmet translated into raw dark meteoric iron, with six tall triangular crown plates held by narrow external bands above a deep brow ring, paired cheek guards, and a continuous rear neck plate; severe active-service finish with bright worn edges only, no head, ears, hair, nasal bar, glow, gilding, symbols, mail, or later medieval silhouette.	T5 material translation of A3-A4 pointed composite helmet; taxonomy H-28	https://www.britishmuseum.org/collection/object/W_-22498	new_generation
helmet_neckguard_leather	helmet_neckguard	1	Layered Leather Helm	S	2	2	A complete empty layered-leather helmet with a full rounded dome, broad overlapping hide crown panels, paired cheek guards, and one continuous rear neck flap; one active-service organic material family, dark interior, no head, ears, hair, metal plates, crest, symbols, or medieval nasal.	A0-A4/L layered leather helmet; taxonomy H-04	https://www.britishmuseum.org/collection/object/Y_EA5473	new_generation
helmet_neckguard_copper_montefortino	helmet_neckguard	2	Copper Knob Helm	S	2	2	A complete empty Montefortino-derived copper helmet with a deep hemispherical bowl, compact plain top knob, narrow brow, short flared rear neck guard, and paired cheek guards; active-service first-metal copper, dark interior, no head, ears, hair, plume, symbols, or medieval nasal form.	A3-A4 Montefortino silhouette translated to T2 copper; taxonomy H-20	https://www.britishmuseum.org/collection/object/H_1950-0706-1	new_generation
helmet_neckguard_bronze_montefortino	helmet_neckguard	3	Bronze Montefortino Helm	S	2	2	A complete empty mature bronze Montefortino-type helmet with a deep hemispherical bowl, compact top knob, narrow brow, short flared rear neck guard, and paired cheek guards; plain active-service martial bronze, dark interior, no head, ears, hair, plume, symbols, or medieval nasal.	A3-A4 Montefortino helmet; taxonomy H-20	https://www.britishmuseum.org/collection/object/H_1950-0706-1	new_generation
helmet_neckguard_amber_coolus	helmet_neckguard	4	Amber-Brow Coolus Helm	S	2	2	A complete empty prestige Coolus-type bronze helmet with a smooth low bowl, straight brow reinforcement, broad one-piece rear neck guard, and paired cheek guards; one small protected amber bar is recessed into the center of the brow while the rest remains plain active-service bronze, no head, ears, hair, radial motif, gems elsewhere, crest, or symbols.	A4 Roman Coolus helmet with bounded T4 amber allocation	https://www.britishmuseum.org/collection/object/H_1950-0706-1	new_generation
helmet_neckguard_skymetal_imperial	helmet_neckguard	5	Skymetal Imperial Helm	S	2	2	A complete empty early Imperial Gallic-derived helmet forged from raw dark meteoric iron, with a low bowl, heavy doubled brow ribs, large paired cheek guards, and broad flared rear neck plate; active-service bright edge wear only, no head, ears, hair, glow, gilding, crest, symbols, or medieval articulation.	T5 material translation of A4 Imperial Gallic/Italic helmet; taxonomy H-22	https://resources.metmuseum.org/resources/metpublications/pdf/Arms_and_Armor_Permanent_Collection_The_Metropolitan_Museum_of_Art_Bulletin_v_49_no_1_Summer_1991.pdf	new_generation
