art_id	class	tier	display_name	canvas	grid_w	grid_h	desc	historical_anchor	source_url	intake_source
feet_bronze_greave_sandals	boots	3	Bronze Greave Sandals	S	2	2	A complete matched pair of plain hammered bronze shin shells worn above simple flat leather thong sandals, with both full soles visible and no generated legs or feet.	Direct Classical Greek bronze greave construction paired with an explicit ancient sandal read.	https://www.metmuseum.org/art/collection/search/247494	new_generation
feet_classical_riding_boots	boots	4	Classical Riding Boots	S	2	2	A pair of high soft leather riding boots with complete closed toes, flat soles, one broad folded overflap at each calf, and no rigid modern paneling or hardware.	Direct Parthenon rider relief description records long leather boots with overflaps.	https://www.britishmuseum.org/collection/object/G_1816-0610-39	items_post_calib_batch[168]:ChatGPT Image Jul 13, 2026, 11_28_54 PM (10).png
feet_embossed_fur_shoes	boots	4	Embossed Fur Shoes	S	2	2	A pair of low closed leather shoes with complete rounded uppers, flat soles, inward fur lining visible only at the openings, and a restrained embossed square-line field across each vamp.	Direct Graeco-Roman leather shoe from Akhmim with fur lining and embossed square-and-line decoration.	https://www.britishmuseum.org/collection/object/Y_EA21727	new_generation
feet_late_roman_hobnail_shoes	boots	4	Late Roman Hobnail Shoes	S	2	2	A pair of complete closed low leather shoes with cut openwork uppers and thick flat soles secured by sparse hand-driven hobnails; visibly empty and without modern welt construction.	Direct Roman British leather shoe with hobnailed sole and openwork upper.	https://www.britishmuseum.org/collection/object/H_1935-1106-9	new_generation
feet_skymetal_greave_sandals	boots	5	Skymetal Greave Sandals	S	2	2	A complete pair of raw dark meteoric-iron shin shells above simple flat hide sandals, every full sole and thong structure visible; rolled shell edges, broad lining holes, no foot plates.	Direct Classical anatomical greave geometry translated to T5 metal while preserving complete ancient footwear.	https://www.metmuseum.org/art/collection/search/247494	new_generation
feet_skymetal_scale_boots	boots	5	Skymetal Scale Boots	S	2	2	A complete pair of soft closed leather calf boots with flat soles and plain flexible feet; broad dark meteoric-iron scales protect the shin courses on continuous leather backing above each ankle.	Direct ancient iron scales on leather backing combined with a full soft-boot read.	https://www.metmuseum.org/art/collection/search/326389	new_generation
belt_sinew_waist_cord	belt	1	Sinew Waist Cord	L	2	1	A thick three-ply sinew and hide cord arranged as one shallow horizontal waist loop with a compact tucked knot; no tails, charms, pouches, or fringe.	C-01 waist cord using Copper Age sinew, leather, and plant-fiber fastening technology.	https://www.iceman.it/en/oetzi/clothing	new_generation
belt_bast_rope_girdle	belt	1	Bast-Rope Girdle	L	2	1	A broad flat braid of tree-bast cord forming one shallow landscape band with a short overlap buried behind the visible front; worn, serviceable, and free of displayed closure hardware.	C-01/C-07 supportive cord girdle grounded in Copper Age tree-bast and braided-grass craft.	https://www.iceman.it/en/oetzi/clothing	new_generation
belt_hide_thong_belt	belt	1	Hide-Thong Belt	L	2	1	A narrow continuous rawhide strap doubled once around the waist into a compact shallow band, with the fastening left unseen and no dangling end.	C-03 plain leather belt using the same prehistoric hide technology preserved in Copper Age clothing.	https://www.iceman.it/en/oetzi/clothing	new_generation
belt_rawhide_girdle	belt	1	Rawhide Girdle	L	2	1	A broad supportive rawhide waistband with overlapping tapered ends and a scarred plain surface; fastening remains unseen, with no apron panels or hanging parts.	C-07 broad plain girdle interpreted through prehistoric hide cutting and overlapping construction.	https://www.iceman.it/en/oetzi/clothing	new_generation
belt_woven_linen_girdle	belt	2	Woven Linen Girdle	L	2	1	A broad undyed linen band woven in a simple alternating stripe, folded into one shallow waist loop with both short ends tucked fully inside.	Direct fifth-sixth-century Roman Egyptian linen plain weave with narrow wool stripe fields supplies the textile construction.	https://www.britishmuseum.org/collection/object/Y_EA72491	new_generation
belt_folded_wool_sash	belt	2	Folded Wool Sash	L	2	1	A thick rust-red wool sash folded into a compact horizontal band, bound by one internal knot with only a thumb-length tucked end visible; no tassels.	Direct Roman Egyptian red-wool plain-weave textile with narrow parallel linen stripes supplies the material and weave.	https://www.britishmuseum.org/collection/object/Y_EA37116	items_post_calib_batch[173]:ChatGPT Image Jul 13, 2026, 11_51_11 PM (3).png
belt_copper_terminal_band	belt	2	Copper-Terminal Band	L	2	1	A plain broad leather belt with one long shallow hammered copper terminal facing peened flat across an end field; broad empty strap surfaces and no displayed fastening parts.	Direct Etruscan pre-AD long bronze belt fitting supplies the bounded terminal geometry.	https://www.britishmuseum.org/collection/object/G_1977-0214-2	new_generation
belt_plain_leather_belt	belt	2	Plain Leather Belt	L	2	1	A broad continuous vegetable-tanned leather band with hand-cut edges, an uninterrupted plain face, a shallow overlap, and fastening left unseen.	C-03 plain leather band informed by the organic belt bodies that carried ancient metal fittings.	https://www.britishmuseum.org/collection/object/H_1849-1127-2	items_post_calib_batch[155]:ChatGPT Image Jul 13, 2026, 11_24_37 PM (7).png
belt_bronze_plaque_belt	belt	3	Bronze Plaque Belt	L	2	1	A broad dark leather band faced by a small hand-varied set of broad plain bronze plates, each visibly peened through the backing; shallow, load-bearing, and mostly undecorated.	C-04 plaque belt anchored by the long Etruscan bronze belt fitting dated ca. 625-600 BCE.	https://www.britishmuseum.org/collection/object/G_1977-0214-2	items_post_calib_batch[146]:ChatGPT Image Jul 13, 2026, 11_17_54 PM (7).png
belt_segmented_soldier_belt	belt	3	Segmented Soldier Belt	L	2	1	A horizontal leather military belt reinforced by a few irregular broad bronze stiffeners peened through continuous backing, with an uninterrupted shallow silhouette and fastening left unseen.	C-05 segmented military belt informed by Late Roman cast belt plates and attachment studs.	https://www.britishmuseum.org/collection/object/H_1849-1127-2	new_generation
belt_bronze_sword_girdle	belt	3	Bronze Sword Girdle	L	2	1	A sturdy broad leather waist band with one broad flat suspension loop held flush against the lower edge, an uninterrupted upper band, and fastening left unseen.	Direct pre-Roman Iron Age sword scabbard has a broad rectangular suspension loop; intake 165 confirms the desired shallow belt-first silhouette.	https://www.britishmuseum.org/collection/object/H_1858-1113-1	items_post_calib_batch[165]:ChatGPT Image Jul 13, 2026, 11_28_53 PM (7).png
belt_etruscan_sheet_girdle	belt	3	Etruscan Sheet Girdle	L	2	1	A broad continuous leather girdle faced across its front half by one long thin hammered bronze sheet with softly rolled horizontal edges and sparse peened attachment points; fastening unseen.	Direct Etruscan bronze belt fitting dated ca. 625-600 BCE and measuring 26.3 cm wide.	https://www.britishmuseum.org/collection/object/G_1977-0214-2	new_generation
belt_lacquered_scale_girdle	belt	4	Lacquer-Scale Girdle	L	2	1	A broad black-red lacquered leather waist band reinforced by one restrained row of hard-leather scales rawhide-laced flat to continuous backing; no displayed closure.	C-07 supportive girdle combined with direct pre-AD Scythian/Subeixi hard-leather scale construction.	https://www.metmuseum.org/art/collection/search/26565	new_generation
belt_gilt_bronze_warbelt	belt	4	Gilt-Bronze Warbelt	L	2	1	A heavy plain oxhide belt with one broad gilt-bronze facing plate peened flat across a rigid front field, leaving most leather visible; fastening remains unseen and no hanging gear appears.	Direct fifth-century Late Roman gilt copper-alloy belt plate and attachment rivets support the bounded prestige facing.	https://www.britishmuseum.org/collection/object/H_1865-0518-3	new_generation
belt_meteor_plate_warbelt	belt	5	Meteor-Plate Warbelt	L	2	1	A massive but shallow dark leather warbelt with a few broad plain raw meteoric-iron plates peened through continuous backing, broad empty fields, and fastening left unseen.	C-04 plaque-belt structure built by ancient riveting and leather backing, using Verdigris raw meteoritic iron.	https://www.britishmuseum.org/collection/object/G_1977-0214-2	new_generation
belt_meteoric_segmented_girdle	belt	5	Meteoric Segmented Girdle	L	2	1	A severe double-layer hide girdle reinforced by short overlapping dark meteoric-iron segments across the front half, all edges rolled or bound and fastening left unseen.	C-05 segmented military belt translated into a restrained T5 ancient-workshop construction.	https://www.britishmuseum.org/collection/object/H_1849-1127-2	new_generation
