art_id	class	tier	display_name	canvas	grid_w	grid_h	desc	historical_anchor	source_url	intake_source
warcall_cattle_horn	war_call	1	Cattle War Horn	P	2	2	A thick natural cattle horn with a cut blowing tip, one tight secondary rawhide carry loop, and plain scraped surface; complete rugged signal instrument with no metal ornament, runes, or trophy mount.	Animal-horn signal instruments are a deep-prehistory survival; taxonomy family WC-01.	https://en.natmus.dk/historical-knowledge/denmark/prehistoric-period-until-1050-ad/the-bronze-age/	new_generation
warcall_hide_drum	war_call	2	Hide Signal Drum	S	2	2	A compact deep wood-shell drum with one taut hide head, broad carrying strap, and one substantial wood beater secured against the side; plain field instrument, not a modern marching drum.	Portable frame and signal drums are ancient; construction is a conservative hide-over-wood form.	https://www.metmuseum.org/art/collection/search?q=ancient+drum	new_generation
warcall_bronze_sistrum	war_call	3	Bronze Command Sistrum	P	2	2	A heavy cast-bronze handled frame rattle with three transverse sounding rods and a few thick loose plates; plain arch geometry, no deity face, solar disk, readable symbol, or delicate charm cluster.	Late Period Egyptian/Cypriot bronze sistrum construction, 750-500 BC.	https://www.britishmuseum.org/collection/object/G_1888-1115-19	new_generation
warcall_etruscan_trumpet	war_call	4	Etruscan War Trumpet	P	1	3	A full-length straight narrow bronze signal tube with a clear mouthpiece and restrained flared bell, shown tip to bell on a steep diagonal; joined-sheet construction, no valves, coils, or medieval horn fittings.	Etruscan straight bronze trumpet, 4th-3rd century BC.	https://www.britishmuseum.org/collection/object/G_1839-1109-46-d	new_generation
warcall_thunder_cornu	war_call	5	Thunder Cornu	S	2	2	A powerful near-circular raw dark skymetal signal horn with a rigid cross-brace, clear mouthpiece, broad bell, and complete compact tubing; plain severe surfaces, no glow, spikes, heraldry, or medieval brasswork.	Roman cornu/buccina braced circular signal-horn geometry, translated to the endgame material rung.	https://www.metmuseum.org/art/collection/search?q=Roman+cornu	new_generation
warbanner_forked_stave	warbanner	1	Antler-Fork Standard	P	1	4	A full-length narrow hardwood rally pole carrying one perforated naturally forked red-deer antler crown seated over the pole tip and bound through the perforation; no cloth, weapon point, totem carving, or loose trophies.	Explicit lore-archaic faction invention; the load path derives from Neolithic/Bronze Age perforated antler mace-head construction rather than a claimed surviving standard.	https://www.britishmuseum.org/collection/object/H_St-D-86	new_generation
warbanner_hide_tab	warbanner	2	Hide Crossbar Standard	P	2	4	A full-length thick wood standard with a transverse wood crossbar seated in a forked pole top and tightly lashed, supporting one bounded rectangular rawhide panel pierced and cord-bound along its upper edge; no horn crosspiece, polearm point, or flowing pennon.	Conservative perishable-material reconstruction based on the ancient vexillum crossbar-and-bounded-panel form documented in Roman stone depiction.	https://www.britishmuseum.org/exhibitions/legion-life-roman-army/large-print-guide	new_generation
warbanner_bronze_finial	warbanner	3	Bronze Finial Standard	P	1	4	A full-length narrow ash standard pole carrying one substantial socketed cast-bronze open geometric finial above a wrapped hand zone; one motif only, no figures, faces, sun disks, weapon point, or cloth.	Iron Age Luristan socketed bronze standard-finial, 9th-8th century BC.	https://www.britishmuseum.org/collection/object/W_1854-0401-30	new_generation
warbanner_vexillum	warbanner	4	Bounded Vexillum	P	2	4	A full-length bronze-capped pole and sturdy crossbar supporting one bounded rectangular madder cloth panel with a plain woven border; complete weapon-length standard, no text, emblem, eagle, tassel cloud, spear point, or flowing medieval pennon.	Roman vexillum crossbar construction documented by an AD 138-161 stone depiction from Corbridge.	https://www.britishmuseum.org/exhibitions/legion-life-roman-army/large-print-guide	new_generation
warbanner_black_fork	warbanner	5	Black-Fork Standard	P	2	4	A full-length dark-wood standard with a raw skymetal fork crown holding one taut rectangular crimson hide panel inside the fork; severe plain construction, no glow, heraldry, solar mark, spear tip, or medieval pennon silhouette.	Endgame material translation of the bounded Roman standard-panel structure with a rigid non-weapon fork crown.	https://www.britishmuseum.org/exhibitions/legion-life-roman-army/large-print-guide	new_generation
quickrig_bentwood_frame	quick_rig	1	Bentwood Quick Frame	S	2	2	A complete light bentwood backboard with two shoulder straps, side tension cords, and a secured rolled hide cover; clearly wearable load-bearing gear, no torso, purse, handles, modern backpack body, or metal hardware.	Chalcolithic carrying-frame interpretation associated with Ötzi's reconstructed backpack equipment.	https://www.iceman.it/press-kit/SMA-press-kit-EN.pdf	new_generation
quickrig_dart_board	quick_rig	2	Copper Dart Board	S	2	2	A narrow wood backboard with broad shoulder harness, flank strap, and three capped reed dart tubes secured beneath small copper collars; worn rig, not a handheld case, quiver, briefcase, or modern bag.	Ancient dart-carry systems and early copper fittings; body-mounting follows conservative back-frame construction.	https://www.iceman.it/press-kit/SMA-press-kit-EN.pdf	new_generation
quickrig_medicine_frame	quick_rig	3	Bronze Medicine Frame	S	2	2	A complete bronze-braced wood backboard with shoulder harness and side straps, carrying three squat lidded ceramic medicine cups and a compact folded instrument roll; all contents secured, no handles or luggage silhouette.	Roman bronze medical instruments paired with an ancient wearable frame rather than a modern doctor's bag.	https://www.britishmuseum.org/collection/object/G_1968-0626-12	new_generation
quickrig_fletchers_rack	quick_rig	4	Fletcher's Quick Rack	S	2	2	A clean lacquered-wood flank frame with broad body strap, narrow lidded point case, wax cup, cord spool, and protected feather backing; low-snag worn carrier, no arrows, bow, loose feathers, purse flap, or suitcase handle.	Ancient archery maintenance kit extrapolated from Scythian quiver equipment and archaeological gorytos fittings.	https://www.metmuseum.org/art/collection/search/26565	new_generation
quickrig_riven_trapframe	quick_rig	5	Riven Trapframe	S	2	2	A rigid dark-wood backboard edged by two plain raw skymetal braces, with complete shoulder harness, side straps, and compact secured trigger plates, short pegs, tinder cup, and coiled snare line; no bag or briefcase form.	Endgame Quick Rig retaining prehistoric back-frame mechanics and ancient field-component materials.	https://www.iceman.it/press-kit/SMA-press-kit-EN.pdf	new_generation
trapkit_snare_packet	trap_kit	1	Snareline Packet	S	2	2	A compact hide-wrapped preparation containing short hardwood pegs, a flat trigger tongue, and one neatly coiled plant-fiber snare line on a rigid bark backing; no sprung steel jaws, wire, modern cable, or loose clutter.	Perishable lore-archaic snare technology; component geometry corroborated by simple cane-and-fiber ethnographic snares, not back-dated as an artifact.	https://www.britishmuseum.org/collection/object/A_As1933-0715-176	new_generation
trapkit_deadfall_board	trap_kit	2	Deadfall Trigger Board	S	2	2	A flat wood carrier board holding two notched trigger sticks, one short prop, braided cord, and a palm-sized stone weight in fitted recesses; coherent ancient field kit, no finished trap scene or modern mechanism.	Simple deadfall trigger is a conservative perishable-technology reconstruction; stone and cord roles remain mechanically explicit.	https://www.iceman.it/press-kit/SMA-press-kit-EN.pdf	new_generation
trapkit_weighted_net	trap_kit	3	Weighted Net Kit	S	2	2	A tight folded flax net on a stiff leather backing with a row of pierced clay sinkers, two short setting pegs, and one coiled retrieval cord; portable preparation object, no animal, gore, steel chain, or modern fishing reel.	New Kingdom handmade perforated clay net sinker from Amara West, Nubia.	https://www.britishmuseum.org/collection/object/Y_EA87195	new_generation
trapkit_clayweight_trigger	trap_kit	4	Clayweight Trigger Case	S	2	2	A divided lacquered-wood flank case holding three pierced fired-clay weights, two notched hardwood trigger tongues, two short setting pegs, and a compact plant-fiber cord coil; no lead bullets, metal trigger parts, spring jaws, wire, or modern latch.	New Kingdom perforated clay net sinker from Amara West anchors the weights; the notched wood trigger is a conservative perishable-component reconstruction.	https://www.britishmuseum.org/collection/object/Y_EA87195	new_generation
trapkit_blackline_case	trap_kit	5	Blackline Trap Case	S	2	2	A compact dark-hide case on a thin raw-skymetal backing plate, opened to show one heavy cord coil, three plain trigger plates, short pegs, and a flint striker in fitted compartments; no modern tools, hinges, springs, wire, or briefcase handle.	Endgame material translation of ancient fire, cord, peg, and weighted-trigger preparation families.	https://www.britishmuseum.org/collection/object/Y_EA87195	new_generation
prepkit_tinder_wrap	preparation_kit	1	Ember-Fungus Wrap	S	1	1	A folded rawhide fire packet opened just enough to show a flint flake, iron-pyrite nodule, dry tinder fungus, and one fiber nest; one compact prepared object, no matches, lighter, glass vial, or modern pouch styling.	Ötzi's Chalcolithic fire-making equipment and carried tinder provide the construction anchor.	https://www.iceman.it/press-kit/SMA-press-kit-EN.pdf	new_generation
prepkit_root_grinder	preparation_kit	2	Root-Grinder Kit	S	1	1	A small deep stone mortar with a hand-length pestle, two cleaned dried roots, and a folded linen measure nested as one compact set; practical preparation gear, no bottle shop clutter or modern labels.	Ancient mortar-and-pestle medicine/cosmetic practice; simple stone vessel technology spans prehistory onward.	https://www.britishmuseum.org/collection/term/AUTH238771	new_generation
prepkit_pigment_case	preparation_kit	3	Bronze Pigment Case	S	1	1	A compact divided shallow wood case with two mineral pigment cakes, a small rectangular stone mixing palette, short bronze spatula, and tightly fitted pyxis; no readable writing, paint tubes, brushes, or modern artist box.	Roman stone ointment palette and Early Cycladic pigment-bearing pyxis.	https://www.britishmuseum.org/collection/object/G_1968-0626-39	new_generation
prepkit_cosmetic_grinder	preparation_kit	4	Grooved Bronze Grinder	S	1	1	A compact complete two-piece bronze cosmetic grinder with one grooved mortar and matching curved pestle nested together on a fitted backing; plain tool geometry, no celestial motif, text, modern cosmetics, or glass laboratory gear.	Late Iron Age/Roman two-piece cosmetic grinder, a distinctive archaeological preparation-tool family.	https://www.britishmuseum.org/collection/object/H_1977-0403-1	new_generation
prepkit_surgeons_roll	preparation_kit	5	Black Surgeon Roll	S	1	1	A compact dark hide instrument roll opened to show a few raw skymetal probes, forceps, spatula, bone needle, and clean linen in fitted loops; ancient forms only, no scissors, syringe, steel shine, modern medical bag, or loose container clutter.	Roman bronze forceps and the British Museum corpus of Greek and Roman medical instruments.	https://www.britishmuseum.org/collection/object/G_1968-0626-12	new_generation
attendant_bound_pebble	attendant	1	Bound-Pebble Attendant	S	2	2	A fist-sized river stone held in a rigid antler-and-cord cage, hovering just above one small bone whorl; two-part magical focus with restrained pale light, no hand, pedestal, currency-token swarm, or abstract crystal.	Attendant AT-04 derived from ancient sling stones, weights, cages, and spindle whorls.	https://www.britishmuseum.org/collection/object/Y_EA87195	new_generation
attendant_copper_spindle	attendant	2	Copper Spindle Attendant	S	2	2	A short horizontal copper axle with one heavy spindle whorl and one offset ring counter-rotating around it in impossible suspension; complete robust mechanism, no gears, clockwork, modern bearings, or loose coin-like pieces.	Early Helladic terracotta spindle whorl, ca. 3000-2000 BC; Verdigris-magical reinterpretation AT-06.	https://www.metmuseum.org/en/art/collection/search/253310	new_generation
attendant_bell_yoke	attendant	3	Bronze Bell-Yoke	S	2	2	One substantial bronze bell hovering beneath a compact forked yoke, with visible clapper and two taut self-supporting suspension arms; plain authority object, no charm cluster, chains, deity face, text, or solar symbol.	Greek leaded-bronze bell with surviving internal clapper, 3rd-4th century BC; Attendant family AT-14.	https://www.metmuseum.org/art/collection/search/502207	new_generation
attendant_jade_pyxis	attendant	4	Jade Pyxis Attendant	S	2	2	A squat lidded greenstone pyxis floating in two clean pieces, lid and body counter-rotating around one narrow inner light seam; vessel remains materially solid, no loose gems, orbiting coins, runes, or modern precision machining.	Early Cycladic lidded pyxis proportions, 2800-2700 BC, translated into Attendant family AT-12.	https://www.getty.edu/art/collection/object/103WGG	new_generation
attendant_black_lamprack	attendant	5	Black Lamp Rack	S	2	2	A raw dark skymetal upright rectangular open frame floating without chains, with three oil-light cups on staggered alternating side arms and one heavy lower counterweight; asymmetric pierced-and-riveted construction, no wheel, radial spokes, halo, chandelier crystals, Gothic tracery, or modern machinery.	Early Byzantine polycandelon multiple-lamp construction, AD 500-600, deliberately reorganized into a non-radial Attendant frame.	https://www.metmuseum.org/art/collection/search/473292	new_generation
reliquary_bone_wrap	reliquary	1	Bone-Keeper Wrap	S	1	1	A palm-sized folded hide parcel opened to reveal one dry nonhuman bone fragment wrapped in clean ochre cloth and plain cord; preserved relic, no gore, human anatomy, jewelry mounting, metal cap, or display pedestal.	Lore-archaic wrapped relic family RL-13; organic preservation and textile binding are conservative ancient practices.	https://www.britishmuseum.org/collection/object/H_1879-1209-1225	new_generation
reliquary_wood_pyxis	reliquary	2	Wooden Relic Pyxis	S	1	1	A deep cylindrical carved-wood pyxis with thick walls, fitted lid, and one small cloth-wrapped interior fragment visible beside it; plain concentric rim bands only, no spiral, readable text, cross, or miniature shrine.	Early Cycladic cylindrical pyxis, 2800-2700 BC, supplies the container proportions.	https://www.getty.edu/art/collection/object/103WGG	new_generation
reliquary_domed_copper	reliquary	3	Domed Copper Reliquary	S	2	2	A tall cylindrical cast copper-alloy reliquary with a slightly convex base and long close-fitting domed lid, wrapped in taut plain silk gathered against the lid sides and fixed by several small wax seals along the upper edge; no handles, hinges, feet, corner straps, lock plate, figures, script, gemstones, or medieval chest form.	Kushan copper-alloy reliquary from the Manikyala Great Stupa foundation deposit, probably 2nd century AD; the British Museum record documents its cylindrical body, slightly convex base, long domed lid, and former taut silk wrapping sealed with wax.	https://www.britishmuseum.org/collection/object/A_1848-0602-1-a-b	new_generation
reliquary_jade_ampulla	reliquary	4	Jade-Seal Ampulla	S	1	1	A flattened fired-clay flask with pierced shoulders, narrow mouth, and one small protected flat jade inset on the reinforced shoulder bridge; complete and stoppered, with no carved greenstone body, copied sacred image, cross, face, script, halo, or sun disk.	Early Byzantine pierced-shoulder clay pilgrim ampulla, 5th-6th century AD; the T4 exotic material is limited to one protected non-structural inset.	https://www.britishmuseum.org/collection/object/H_1876-1014-10	new_generation
reliquary_black_censer	reliquary	5	Black Relic Censer	S	2	2	A compact raw skymetal lidded censer with a deep bowl, perforated lid in plain chevron openings, short three-arm suspension crown, and one folded relic cloth within; no Gothic cage, long chains, cross, incense smoke, or ornate filigree.	Late Roman/Early Byzantine chained censer construction anchors the bowl, lid, and three-arm suspension.	https://www.britishmuseum.org/collection/object/H_1986-0705-1	new_generation
spoils_aurochs_bone	spoils	1	Aurochs Bone Blank	S	1	1	One dry split section of an aurochs femur, washed and scraped with one broad usable wall and a rough cloth wrap only around the broken end; raw bone-working stock, no carving, polish, mounting, jewelry, gore, joint, hoof, or whole limb.	Mesolithic worked aurochs femur from Star Carr, ca. 8000 BC, also preserving evidence of skin-preparation use.	https://www.britishmuseum.org/collection/object/H_1953-0208-16	new_generation
spoils_boar_tusks	spoils	2	Boar Tusk Packet	S	1	1	Three naturally mismatched wild-boar tusk sections bundled in one rough hide packet with the tips visible; dry saleable tooth stock, no necklace cord, polish, drilling, precious fittings, blood, jaw, or creature face.	Neolithic/Bronze Age boar-tusk working and perforation from the Goodmanham barrow find.	https://www.britishmuseum.org/collection/object/H_1879-1209-1225	new_generation
spoils_crocodile_scutes	spoils	3	Nile-Crocodile Scute Patch	S	1	1	One irregular dry patch of overlapping Nile-crocodile dorsal scutes still attached to scraped hide, washed and folded once under a plain fiber band; raw armor stock, no backing, rivets, gilding, display mount, head, limb, flesh, or gore.	Roman-period sewn crocodile-skin armor from Manfalut, 3rd-4th century AD, demonstrates the specific hide material in equipment use.	https://www.britishmuseum.org/collection/object/Y_EA5473	new_generation
spoils_reddeer_antler	spoils	4	Red-Deer Antler Stock	L	2	1	One long dry red-deer antler beam segment trimmed free of the cranium, with two sawn tine bases, one naturally broken working end, and a plain fiber band around the rough cut; raw antler-working stock, no skull, face, whole head, polished carving, metal cap, display mount, gore, or trophy presentation.	Late Bronze Age red-deer hunted-antler working waste from Runnymede Bridge, 900-700 BC, with sawn tines and working traces.	https://www.britishmuseum.org/collection/object/H_1981-1101-1092	new_generation
spoils_meteorite_nodule	spoils	5	Star-Iron Nodule	S	1	1	One heavy irregular raw iron meteorite nodule with a dark fusion crust and one naturally broken metallic face, resting in a coarse transport cloth; unworked skymetal stock, no polish, etched crystal pattern, carving, glow, socket, pedestal, or jewelry.	Raw iron-meteorite specimen morphology from the Natural History Museum meteorite collection; T5 stock replaces the former T4 obsidian mismatch.	https://data.nhm.ac.uk/dataset/collection-specimens/resource/05ff2255-c38a-40c9-b657-4ccb55ab2feb/record/367273	new_generation
