art_id	class	tier	display_name	canvas	grid_w	grid_h	desc	historical_anchor	source_url	intake_source
wpn_swd_leaf_flange	sword	3	Flange-Hilt Leafblade	P	1	3	a long bronze leaf blade with lenticular section, low raised spine, modest shoulders, and straight flanges holding plain wood grip scales	Late Bronze Age flanged-hilt sword geometry, using the non-Naue leaf-blade construction evidence in the British Museum collections	https://www.britishmuseum.org/collection/object/H_WG-1680	new_generation
wpn_swd_iron_xiphos	sword	3	Iron Xiphos	P	1	3	a compact iron leaf-shaped sword with a pronounced waist, short straight guard, oval grip, and plain knob pommel	Classical Greek iron xiphos from Ialysos, British Museum 1868,1025.98	https://www.britishmuseum.org/collection/object/G_1868-1025-98	new_generation
wpn_swd_sica_recurve	sword	4	Sica Recurve	P	1	3	a single-edged iron sword bent inward through the forward half, with an offset point, straight organic grip, and small bar pommel	Iron Age sica-family recurved sword, structurally contrasted with the straight Roman weapons in the British Museum collection	https://www.britishmuseum.org/collection/object/H_1892-0901-452	new_generation
wpn_swd_meteor_ring	sword	5	Meteoric Ringblade	P	1	3	a long parallel-edged sword of raw dark meteoric iron with a very small guard, plain leather grip, and a large open ring pommel	Romano-British ring-pommel sword dated to the third century, British Museum 2004,0301.1	https://www.britishmuseum.org/collection/object/H_2004-0301-1	new_generation
wpn_axe_ground_celt	axe_adze	1	Groundstone Celt	P	1	2	a polished wedge-shaped green-grey stone celt set through a bent antler sleeve into a short ash haft, with broad cutting edge	Neolithic ground-stone celt family; proportions cross-checked against the British Museum Stonehenge-period axe collection	https://www.britishmuseum.org/collection/object/H_1879-1209-383	new_generation
wpn_axe_stone_shafthole	axe_adze	1	Stone Battleaxe	P	1	2	a boat-shaped polished stone axehead drilled through its center on a straight pale wood haft, one end broad and the other blunt	Early Bronze Age perforated stone battle-axe association recorded with the Standlow dagger, British Museum 1873,0602.25	https://www.britishmuseum.org/collection/object/H_1873-0602-25	new_generation
wpn_axe_copper_flat	axe_adze	2	Flat Copper Axe	P	1	2	a broad flat cast copper blade with widely flared rounded edge seated into a split knee-shaped hardwood haft	Early Bronze Age cast and hammered flat axe, British Museum 1854,1227.28	https://www.britishmuseum.org/collection/object/H_1854-1227-28	new_generation
wpn_axe_aby_dos_adze	axe_adze	2	Abydos Adze	P	1	2	a strong flat copper adze blade mounted transversely beneath a bent wood handle, straight sides narrowing from a convex cutting edge	First Dynasty Egyptian copper adze blade from Abydos, British Museum EA30079	https://www.britishmuseum.org/collection/object/Y_EA30079	new_generation
wpn_axe_bronze_palstave	axe_adze	3	Stop-Ridge Palstave	P	1	2	a thick bronze palstave with deep side flanges and a transverse stop ridge seated in a forked ash haft	Middle Bronze Age Taunton-phase palstave, British Museum 2018,8020.7	https://www.britishmuseum.org/collection/object/H_2018-8020-7	new_generation
wpn_axe_canaan_window	axe_adze	4	Canaan Window-Axe	P	1	3	a bronze axe with a large clean open window through its blade body, narrow crescent cutting edge, and compact socket on a dark haft	Canaanite Middle Bronze Age fenestrated axe blade, Metropolitan Museum 61.29	https://www.metmuseum.org/art/collection/search/325093	new_generation
wpn_axe_meteor_sagaris	axe_adze	5	Meteoric Axe-Pick	P	1	3	a small forward-curved axe blade of raw dark meteoric iron opposed by a long narrow pick on a light straight wood haft	Iron Age sagaris axe-pick family; form constrained by pre-AD axe-pick construction rather than a medieval war hammer	https://www.britishmuseum.org/collection/object/W_1936-0613-156	new_generation
wpn_club_rootknob	club_mace	1	Root-Knob Cudgel	P	1	3	a single dense hardwood branch retaining one broad root burl as its striking head, with a smoothed narrow handgrip and no added fittings	Earliest one-piece hardwood impact-weapon family, paired with the British Museum's Palaeolithic hand-tool scale evidence	https://www.britishmuseum.org/collection/object/H_1972-0901-5	new_generation
wpn_club_paddle	club_mace	1	Paddle Warclub	P	1	3	a one-piece hardwood club with a broad flat leaf-shaped striking body, thick rounded edges, and a narrow wrapped grip	Deep-prehistory paddle-club structural family; the Badarian wooden throw-stick provides a dated Nile-valley hardwood weapon anchor	https://www.britishmuseum.org/collection/object/Y_EA59703	new_generation
wpn_club_pear_mace	club_mace	1	Breccia Pear-Mace	P	1	2	a polished red-brown breccia pear-shaped macehead with a vertical rotary-drilled bore, seated over a straight hardwood haft and locked by a tapered wood wedge at the crown	Naqada III to First Dynasty perforated red-breccia pear macehead, British Museum EA32089	https://www.britishmuseum.org/collection/object/Y_EA32089	new_generation
wpn_club_beaked_wood	club_mace	2	Beaked Hardwood Club	P	1	3	a one-piece dense hardwood club whose heavy head swells forward into one short angular piercing beak, with a plain oval grip	Early beaked-war-club structural family, using the Egyptian hardwood throwing-stick collection as the dated material anchor	https://www.britishmuseum.org/collection/object/Y_EA49126	new_generation
wpn_club_disc_mace	club_mace	2	Discoid Stone Mace	P	1	3	a wide flat dark-stone disc mounted horizontally on a straight wood haft, with a crisp circular striking rim and plain shaft	Predynastic and early historic discoid mace family; related stone mace evidence from excavated Ur, British Museum 1930,1213.878	https://www.britishmuseum.org/collection/object/W_1930-1213-878	new_generation
wpn_club_bronze_ribbed_mace	club_mace	3	Eight-Rib Bronze Mace	P	1	3	a cast bronze spherical macehead with eight low vertical crushing ribs and a clean circular shaft hole, slid over a stout hardwood haft and locked by a tapered hardwood crown wedge	Bronze Age cast copper-alloy shaft-hole macehead with eight projecting vertical flanges, British Museum 1936,0613.75	https://www.britishmuseum.org/collection/object/W_1936-0613-75	new_generation
wpn_club_meteor_hammerpick	club_mace	5	Meteoric Hammer-Pick	P	2	3	a dense raw dark meteoric-iron head with one square hammer face and one compact tapered pick on a thick ash haft	Bronze-to-iron hammer-pick family, constrained to compact ancient head geometry rather than medieval flanged construction	https://www.britishmuseum.org/collection/object/H_OA-5635	new_generation
wpn_2h_paddle_greatclub	two_hand	1	Great Paddle Club	P	2	4	a shoulder-high one-piece hardwood club with an elongated broad paddle striking body, thick lenticular edges, and a long narrow two-hand grip	Deep-prehistory paddle-club family scaled to a two-hand impact weapon; Badarian hardwood weapon anchor	https://www.britishmuseum.org/collection/object/Y_EA59703	new_generation
wpn_2h_stone_maul	two_hand	1	Stone Boat-Maul	P	2	4	a long two-hand ash haft passing through a heavy boat-shaped ground-stone head with one blunt face and one tapered face	Neolithic/Bronze Age drilled stone mace and hammer construction, British Museum OA.227	https://www.britishmuseum.org/collection/object/H_OA-227	new_generation
wpn_2h_copper_sidepoint	two_hand	2	Copper Side-Point Staff	P	2	4	a long hardwood staff carrying a broad asymmetrical arsenical-copper side blade on a slightly arched hafting plate, fixed by three peened rivets through blade and wood with rawhide backing washers	Chalcolithic Italian three-rivet side-point weapon, British Museum 1880,1214.1	https://www.britishmuseum.org/collection/object/H_1880-1214-1	new_generation
wpn_2h_argar_sidepoint	two_hand	3	Argar Ridge-Point Staff	P	2	4	a tall two-hand staff with a wide triangular bronze side blade, strong central rib, and an arched butt plate fixed flat to the wood by three peened bronze rivets	Early/Middle Bronze Age El Argar Grave 533 three-rivet side-point blade, British Museum 1889,0704.153	https://www.britishmuseum.org/collection/object/H_1889-0704-153	new_generation
wpn_2h_ge_longaxe	two_hand	3	Bronze Ge Longaxe	P	2	4	a long dark wood shaft with a substantial right-angled bronze dagger-axe blade and a compact socketed butt cap	Eastern Zhou bronze ge spear-halberd, British Museum 1981,1117.2	https://www.britishmuseum.org/collection/object/A_1981-1117-2	new_generation
wpn_2h_rhomphaia	two_hand	4	Rhomphaia Greatblade	P	2	4	a very long gently forward-curving single-edged iron blade whose extended tang runs deep between two plain ash grip scales fixed by three transverse iron pins, with no separate crossguard	Thracian iron rhomphaia in the Historical Museum Pernik, directly published by Bulgaria's National Archaeological Institute with Museum	https://naim.bg/issuesFiles/_HEROS_HEPHAISTOS.pdf	new_generation
wpn_2h_meteor_glaive	two_hand	5	Meteoric Long-Cutter	P	2	4	one heavy leaf-to-cleaver blade of raw dark meteoric iron socketed to a shaft at least five blade-lengths long, with a plain iron butt spike	Ancient long axe and glaive-ancestor family, cross-checked against Eastern Zhou bronze polearm proportions	https://www.britishmuseum.org/collection/object/A_1981-1117-2	new_generation
wpn_spear_firewood	spear_polearm	1	Fire-Hardened Spear	P	1	4	one full-length straight ash spear shaped from a single shaft, its long tapered point darkened and hardened by fire	Palaeolithic wooden thrusting-spear family; material and chronology constrained by the British Museum's Lower Palaeolithic collection context	https://www.britishmuseum.org/collection/object/H_1972-0901-5	new_generation
wpn_spear_antler_harpoon	spear_polearm	1	Antler Harpoon Spear	P	1	4	a full long ash shaft tipped by a narrow biserially barbed antler head, its rounded proximal neck seated in a split shaft end and bound tightly with wet sinew	Late Magdalenian biserially barbed antler harpoon from Courbet Cave, British Museum 1864,1226.2	https://www.britishmuseum.org/collection/object/H_1864-1226-2	new_generation
wpn_spear_copper_tanged	spear_polearm	2	Tanged Copper Spear	P	1	4	a full-length spear with a triangular copper head whose long flat tang is bound into a split ash shaft	Early Bronze Age tanged and collared spearhead construction, British Museum WG.2126	https://www.britishmuseum.org/collection/object/H_WG-2126	new_generation
wpn_spear_achaemenid_barbed	spear_polearm	3	Achaemenid Barbed Spear	P	1	4	a full long hardwood shaft with a narrow forged-iron lanceolate head, prominent central rib, one compact backward barb, and a long tang inserted into the shaft and bound with rawhide	Achaemenid barbed iron javelin-head from Deve Huyuk, 500-350 BC, British Museum 1913,1108.73	https://www.britishmuseum.org/collection/object/W_1913-1108-73	new_generation
wpn_spear_broad_midrib	spear_polearm	3	Broad Midrib Spear	P	1	4	a full-length ash spear with a very broad bronze blade, stout raised midrib, beveled edges, and a short pegged socket	Early Bronze Age Snowshill ogival spearhead with stout midrib, British Museum WG.2126	https://www.britishmuseum.org/collection/object/H_WG-2126	new_generation
wpn_spear_lachish_trident	spear_polearm	3	Lachish Iron Trident	P	2	4	a full-length hardwood shaft carrying a forged iron trident head with three functional parallel prongs and a long narrow shank driven deeply into the shaft and secured by a transverse pin	Iron trident excavated in Lachish Tomb 0521, British Museum 1980,1214.7601	https://www.britishmuseum.org/collection/object/W_1980-1214-7601	new_generation
wpn_spear_ge_hook	spear_polearm	4	Ge Hook-Spear	P	2	4	a long hardwood shaft with a right-angled bronze ge blade below a narrow forward spear point, both socketed into one compact head	Eastern Zhou fourth-century BC bronze spear-halberd, British Museum 1981,1117.2	https://www.britishmuseum.org/collection/object/A_1981-1117-2	new_generation
wpn_spear_meteor_angon	spear_polearm	5	Meteoric Angon	P	1	4	a full shaft-dominant javelin-spear with a very long narrow neck of raw dark meteoric iron ending in a small pair of backward barbs	Fifth- to sixth-century angon family documented in the British Museum Sutton Hoo gallery guide	https://www.britishmuseum.org/sites/default/files/2021-05/large_print_guide_room_41.pdf	new_generation
wpn_throw_badarian_stick	throwing	1	Badarian Throwstick	P	1	2	a dense one-piece hardwood throwing stick with a broad shallow elbow, flattened aerodynamic faces, and smoothly tapered unequal ends	Excavated Badarian wooden throw-stick from Badari, British Museum EA59703	https://www.britishmuseum.org/collection/object/Y_EA59703	new_generation
wpn_throw_weighted_club	throwing	1	Weighted Throwing Club	P	1	2	a short aerodynamic hardwood club with one compact heavy teardrop end, a narrow waist, and a slightly hooked tail	New Kingdom wooden throwing-stick, British Museum EA49126	https://www.britishmuseum.org/collection/object/Y_EA49126	new_generation
wpn_throw_bronze_javelin	throwing	2	Bronze War Javelin	P	1	3	a light full-length throwing shaft with a very small plain bronze blade, narrow socket, and compact counterweighted butt	Bronze javelin head from Smyrna, British Museum 1935,0823.16	https://www.britishmuseum.org/collection/object/G_1935-0823-16	new_generation
wpn_throw_dart_bundle	throwing	2	Heavy Dart Bundle	P	1	3	a compact bundle of three separate short heavy war darts with plain copper points, reed shafts, restrained feathering, and one broad hide binding	Pre-AD war-dart family; the Smyrna bronze javelin head supplies the compact missile-head geometry	https://www.britishmuseum.org/collection/object/G_1935-0823-16	new_generation
wpn_throw_iron_barbdart	throwing	3	Barbed Iron Dart	P	1	2	one short heavy forged-iron throwing dart with a lanceolate head, prominent midrib, one small barb, wood shaft, and restrained feathering	Achaemenid barbed forged-iron javelin head from Deve Huyuk, British Museum 1913,1108.73	https://www.britishmuseum.org/collection/object/W_1913-1108-73	new_generation
wpn_throw_late_roman_plumbata	throwing	4	Lead-Weighted Plumbata	P	1	2	a compact Late Roman throwing dart with a short forged-iron point passing into a conical lead weight, riveted to a wood shaft with restrained feathering	Late Roman plumbata with iron point, conical lead mantle, and surviving rivet evidence, Wien Museum MV 9491, AD 201-500	https://sammlung.wienmuseum.at/objekt/192259-plumbata/	new_generation
wpn_throw_meteor_francisca	throwing	5	Meteoric Francisca	P	1	2	a compact strongly arched throwing-axe head of raw dark meteoric iron with forward-projecting point and curved neck on a short ash haft	Late fifth- to sixth-century iron francisca throwing axe, British Museum OA.5635	https://www.britishmuseum.org/collection/object/H_OA-5635	new_generation
