art_id	class	tier	display_name	canvas	grid_w	grid_h	desc	historical_anchor	source_url	intake_source
amulet_copper_drop	amulet	2	Copper Drop Amulet	S	1	1	one narrow hammered copper sheet pendant tapering to a blunt point with one reinforced top perforation on a full wearable cord loop, no cutting edge, text, fringe, or extra charms	Sabaean pierced sheet-silver amulet pendant, 4th-3rd century BC	https://www.britishmuseum.org/collection/object/W_1915-0109-3	new_gap_deduped_balanced_v1
amulet_bronze_capsule	amulet	3	Bronze Capsule Amulet	S	1	1	one sturdy oval bronze capsule pendant with a visible hollow body and rolled top tube on a full simple chain loop, no face, script, or celestial decoration	Etruscan bulla necklace pendants, 400-350 BC	https://www.britishmuseum.org/collection/object/G_1872-0604-643	new_gap_deduped_balanced_v1
amulet_bronze_sheet	amulet	3	Bronze Sheet Pendant	S	1	1	one broad flat hammered bronze pendant with a rectangular body, one reinforced top perforation, and a bounded stepped lower edge on a full leather neck loop, no readable script	Sabaean pierced sheet-silver amulet pendant, 4th-3rd century BC	https://www.britishmuseum.org/collection/object/W_1915-0109-3	new_gap_deduped_balanced_v1
amulet_bronze_tooth	amulet	3	Mounted Tusk Amulet	S	1	1	one cleaned curved boar tusk held by a compact plain bronze suspension mount on a full cord loop, no disc medallion, rays, face, or extra charms	Romano-British mounted boar-tusk amulet	https://www.britishmuseum.org/collection/object/H_1814-0705-21	intake_183_structural_salvage_only
amulet_gold_bulla	amulet	4	Gold Bulla Pendant	S	1	1	one substantial hollow gold bulla pendant with a double-convex body and strong top suspension ring on a full simple cord, plain material-led face without copied imagery	Classical-Hellenistic Greek gold bulla-pendant, 400-300 BC	https://www.britishmuseum.org/collection/object/G_1872-0604-672	new_gap_deduped_balanced_v1
amulet_gold_keel_bulla	amulet	4	Keel Bulla Pendant	S	1	1	one substantial keel-shaped hollow gold pendant with a long rolled suspension tube and two clean sheet-metal faces on a full leather neck loop, no extra charms	Late Bronze Age keel-shaped gold bulla-pendant	https://www.britishmuseum.org/collection/object/H_2020-8005-1	new_gap_deduped_balanced_v1
amulet_obsidian_case	amulet	4	Nightglass Amulet Case	S	1	1	one small deep bronze amulet case with a protected obsidian face plate on a full cord neck loop, boxlike pendant-first read, blank face and no tiny danglies	Sabaean sheet-silver amuletic pendant construction, 4th-3rd century BC	https://www.britishmuseum.org/collection/object/W_1915-0109-3	new_gap_deduped_balanced_v1
amulet_skymetal_drop	amulet	5	Meteoric Drop	S	1	1	one severe spearhead-shaped pendant of raw dark meteoric iron with a blunt non-weapon edge on a full leather neck loop, no glow, inscription, or emblem	Sabaean pierced sheet-silver amulet pendant	https://www.britishmuseum.org/collection/object/W_1915-0109-3	new_gap_deduped_balanced_v1
amulet_skymetal_sheet	amulet	5	Meteoric Sheet Amulet	S	1	1	one broad rectangular pendant cut from raw dark meteoric iron sheet with a single reinforced top perforation and a bounded stepped lower edge on a full plain chain loop, no prongs, script, or celestial mark	Sabaean pierced sheet-silver amulet pendant, 4th-3rd century BC	https://www.britishmuseum.org/collection/object/W_1915-0109-3	new_gap_deduped_balanced_v1
amulet_skymetal_capsule	amulet	5	Meteoric Bulla	S	1	1	one compact D-shaped hollow bulla translated into dark meteoric iron sheet with a rolled top suspension tube on a full sturdy neck loop, plain face with no stone cage, rays, script, or glow	Late Bronze Age beaten-sheet D-shaped bulla, 1150-750 BC	https://www.britishmuseum.org/collection/object/H_1874-0303-8	new_gap_deduped_balanced_v1
relic_tusk_token	relic	1	Drilled Tusk Token	S	1	1	one substantial cleaned boar tusk drilled near the broad end and retained as a complete tactile token, natural curve and worn grip surface dominant, no mount, shrine architecture, gore, or human remains	Neolithic/Bronze Age drilled boar-tusk pendant	https://www.britishmuseum.org/collection/object/H_1879-1209-1225	new_gap_deduped_balanced_v1
relic_stone_pyxis	relic	1	Cycladic Stone Pyxis	S	1	1	one squat cylindrical stone box with thick walls and a fitted disc lid, broad plain carved planes only, no figurine, face, text, or shrine form	Early Cycladic lidded stone pyxis with pigment residue	https://www.getty.edu/art/collection/object/103WGG	new_gap_deduped_balanced_v1
relic_earthenware_ampulla	relic	1	Earthenware Ampulla	S	1	1	one complete compact sixth-century earthenware ampulla with oval body, short cylindrical neck, and pierced shoulders, neutral plain face with no sacred scene or text	Early Byzantine earthenware ampulla, 6th century	https://www.britishmuseum.org/collection/object/H_1892-0613-49	new_gap_deduped_balanced_v1
relic_wrapped_fragment	relic	1	Wrapped Relic Fragment	S	1	1	one substantial nonhuman bone fragment secured in a compact folded wool wrap with broad bounded cloth fields, no gore, anatomy, miniature shrine, or loose charms	Neolithic/Bronze Age worked boar-tusk pendant as nonhuman relic material anchor	https://www.britishmuseum.org/collection/object/H_1879-1209-1225	new_gap_deduped_balanced_v1
relic_copper_ewer	relic	2	Three-Foot Copper Ewer	S	2	2	one substantial hammered copper ewer with a bulbous body, everted rim, single strap handle, flat base, and three low feet, plain active-service surfaces without zoomorphic terminals or script	Ancient Egyptian bronze ewer with bulbous body, handle, flat base, and three feet	https://www.britishmuseum.org/collection/object/Y_EA36304	new_gap_deduped_balanced_v1
relic_clay_offering_bowl	relic	2	Red-Clay Offering Bowl	S	2	2	one substantial red polished clay offering bowl tipped slightly forward on two integral foot-shaped supports, restrained handmade surface with no inscription or added metal	Predynastic Egyptian red-ware bowl with integral feet, ca. 3700-3450 BC	https://www.metmuseum.org/art/collection/search/547212	new_gap_deduped_balanced_v1
relic_granite_footed_bowl	relic	2	Granite Footed Bowl	S	2	2	one substantial granite bowl carved with a deep round basin and a single broad integral pedestal foot, heavy plain planes and worn rim with no lid, script, or tiny fittings	Neolithic Syrian granite footed bowl, late 8th millennium BC	https://www.metmuseum.org/art/collection/search/327125	new_gap_deduped_balanced_v1
relic_copper_ampulla	relic	2	Pierced-Shoulder Ampulla	S	1	1	one flattened copper ampulla with short neck and two pierced shoulders, neutral raised geometry only, complete compact vessel with no copied sacred imagery	Sixth-century Early Byzantine pierced-shoulder ampulla	https://www.britishmuseum.org/collection/object/H_1892-0613-49	new_gap_deduped_balanced_v1
relic_bronze_censer	relic	3	Bronze Chain Censer	S	2	2	one substantial perforated bronze censer bowl under three taut short suspension chains meeting at a rigid crown, complete coherent object, no sprawling loose chain	Late Roman/Early Byzantine chained censer	https://www.britishmuseum.org/collection/object/H_1986-0705-1	new_gap_deduped_balanced_v1
relic_bronze_hand_mirror	relic	3	Bronze Hand Mirror	S	2	2	one substantial classical bronze mirror with a polished round face, thick straight handle, and stable integral foot, blank reflective surface with no rays or copied imagery	Classical Greek free-standing bronze mirror	https://www.metmuseum.org/art/collection/search/256949	new_gap_deduped_balanced_v1
relic_bronze_bell	relic	3	Bronze Hand Bell	S	1	1	one substantial cast bronze hand bell with a deep flared body, thick arched handle, and visible internal clapper, plain worn surface without chains, text, or celestial ornament	Greek or Roman bronze bell	https://www.britishmuseum.org/collection/object/G_1916-0705-1	new_gap_deduped_balanced_v1
relic_bronze_cista	relic	3	Bronze Rite Cista	S	2	2	one substantial cylindrical bronze cista with a fitted flat lid, two plain side rings, and three low feet, broad blank body without figures, inscription, or narrative engraving	Etruscan or Praenestine bronze cista, early 3rd century BC	https://www.metmuseum.org/art/collection/search/247073	new_gap_deduped_balanced_v1
relic_obsidian_inset_mirror	relic	4	Nightglass-Inset Mirror	S	2	2	one substantial bronze hand mirror with a polished round face and thick straight handle, holding one small dark obsidian inset deep in a protected handle socket, bronze fully load-bearing with no rays or text	Classical Greek free-standing bronze mirror as direct structural anchor	https://www.metmuseum.org/art/collection/search/256949	new_gap_deduped_balanced_v1
relic_amber_studded_cista	relic	4	Amber-Studded Cista	S	2	2	one substantial cylindrical bronze cista with fitted lid and three low feet, four small amber studs recessed into the lid rim while bronze remains load-bearing, no figures, script, or fragile amber panels	Etruscan or Praenestine bronze cista, early 3rd century BC	https://www.metmuseum.org/art/collection/search/247073	new_gap_deduped_balanced_v1
relic_obsidian_brazier	relic	4	Nightglass Brazier	S	2	2	one compact heavy bronze brazier with a deep perforated bowl and three low feet, a few protected obsidian edge insets only, no fire, skulls, rays, or shrine structure	Late Roman/Early Byzantine chained censer bowl construction	https://www.britishmuseum.org/collection/object/H_1986-0705-1	new_gap_deduped_balanced_v1
relic_jade_pyxis	relic	4	Jade Rite Pyxis	S	2	2	one substantial squat cylindrical pyxis carved from dark green jade with thick walls and a fitted disc lid, broad plain planes and no figurine, face, text, or shrine roof	Early Cycladic lidded stone pyxis as direct structural anchor	https://www.getty.edu/art/collection/object/103WGG	new_gap_deduped_balanced_v1
relic_skymetal_ewer	relic	5	Meteoric Libation Ewer	S	2	2	one massive raw dark meteoric-iron ewer with a bulbous body, everted rim, single strap handle, flat base, and three low feet, severe plain surfaces without glow, script, or zoomorphic terminals	Ancient Egyptian bronze ewer with bulbous body, handle, flat base, and three feet	https://www.britishmuseum.org/collection/object/Y_EA36304	new_gap_deduped_balanced_v1
relic_skymetal_bell	relic	5	Meteoric Authority Bell	S	2	2	one substantial raw dark meteoric-iron hand bell with a deep flared body, thick arched handle, and visible internal clapper, no chains, smoke, glow, faces, or celestial motifs	Greek or Roman bronze bell as direct object-family anchor	https://www.britishmuseum.org/collection/object/G_1916-0705-1	new_gap_deduped_balanced_v1
relic_skymetal_censer	relic	5	Meteoric Chain Censer	S	2	2	one massive perforated meteoric-iron censer bowl under three taut short suspension chains meeting at a rigid crown, severe plain geometry with no radial cups, script, faces, or glow	Late Roman/Early Byzantine chained censer as direct object-family anchor	https://www.britishmuseum.org/collection/object/H_1986-0705-1	new_gap_deduped_balanced_v1
relic_skymetal_key	relic	5	Meteoric Shrine Key	S	1	1	one large functional raw dark meteoric-iron slide-key with a circular bow, solid stem, and four strong triangular teeth, no inscription, glow, face, or miniature shrine	Romano-British iron slide-key, Manning Type 2	https://www.britishmuseum.org/collection/object/H_1856-0701-1078	new_gap_deduped_balanced_v1
