art_id	class	tier	display_name	canvas	grid_w	grid_h	desc	historical_anchor	source_url	action	source_kind	source_path	source_sha256	source_verdict	overlap_key	qa_status	ladder_id	rung	runtime_kind	mechanical_identity
shield_vermand_officer	shield	4	Vermand Officer Shield	P	2	3	a plain oval rawhide-covered wood shield with a deep iron hand boss faced by thin silver sheet and a few protected glass studs, otherwise undecorated, front face only	Late fourth-century Gallo-Roman military officer shield boss and surviving riveted grip from Vermand	https://www.metmuseum.org/art/collection/search/22635	generate_new	none	none	none	not_audited	none	unreviewed	offhand_boardcraft	4	shield	precious-faced iron boss
shield_skymetal_tower	shield	5	Riven Tower Shield	P	2	4	a very tall rounded-rectangle body shield of dark hardwood with three broad raw dark meteoritic-iron reinforcement plates over hide backing and a plain edge, front face only	Ancient Near Eastern tower-shield evidence translated into a severe meteoritic-iron reinforcement scheme	https://www.britishmuseum.org/sites/default/files/2019-12/FINAL_Esarhaddon_low%20res.pdf	generate_new	none	none	none	not_audited	none	unreviewed	offhand_boardcraft	5	shield	three-plate tower wall
shield_hide_figure_eight	shield	1	Waisted Oxhide Shield	P	2	4	a tall figure-eight body shield with two broad rounded lobes, a narrow waist, thick oxhide over a light wood frame, and a plain raised edge, front face only	Bronze Age Aegean figure-eight shield silhouette evidenced in period panoply imagery	https://www.metmuseum.org/de/essays/warfare-in-ancient-greece	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_dustwind - STR - tier 1\03__shield.png	none	not_audited	balanced:faction_dustwind_str_t1:shield	needs_user	offhand_waistedguard	1	shield	double-lobed body cover
shield_wood_hexagonal	shield	2	Hexagonal Hide Shield	P	2	3	a six-sided hardwood shield beneath one taut rawhide face, with a low copper boss, straight bound edges, and no front straps, front face only	Romano-British binding identified with rectangular or hexagonal shield construction	https://www.britishmuseum.org/collection/object/H_1982-0103-55	generate_new	none	none	none	not_audited	none	unreviewed	offhand_waistedguard	2	shield	six straight edges
shield_celtic_spine	shield	3	Spined Oval Shield	P	2	4	a long narrow oval wood-and-hide shield with an elongated hammered-bronze spine, spindle boss, terminal roundels, and a bound edge, front face only	Iron Age Chertsey shield provides complete oval facing, central spine, and boss geometry	https://www.britishmuseum.org/collection/object/H_1986-0901-1	generate_new	none	none	none	not_audited	none	unreviewed	offhand_waistedguard	3	shield	spindle-boss long oval
buckler_jade_boss	buckler	4	Jade-Boss Buckler	S	2	2	a thick hide-and-wood buckler with a functional bronze boss containing one thumbnail-sized jade inset recessed below a broad protective collar, front face only	Ancient center-grip boss mechanics with jade restricted to one non-structural protected inset	https://www.metmuseum.org/art/collection/search/244541	generate_new	none	none	none	not_audited	none	unreviewed	offhand_waistedguard	4	buckler	recessed jade boss inset
shield_skymetal_oval	shield	5	Meteoric Spine Shield	P	2	4	a long narrow oval wood shield with one severe raw dark meteoritic-iron central spine, a deep hand boss, and plain edge bands, front face only	Chertsey long-oval shield construction translated into rare meteoritic iron	https://www.britishmuseum.org/collection/object/H_1986-0901-1	generate_new	none	none	none	not_audited	none	unreviewed	offhand_waistedguard	5	shield	continuous meteor spine
buckler_hide_oval	buckler	1	Hide Oval Buckler	S	2	2	a compact oval hand shield of thick rawhide tensioned over a bent-wood frame, with a low wood boss and continuous hide-bound edge, front face only	Salisbury Hoard hide-shaped shield model used for organic silhouette and edge treatment	https://www.britishmuseum.org/collection/object/H_1998-0401-1_1	generate_new	none	none	none	not_audited	none	unreviewed	offhand_compactguard	1	buckler	bent-frame hide oval
shield_copper_hide_round	shield	2	Copper-Hide Roundshield	P	2	3	a broad rawhide fighting shield over a light wood frame with a single shallow copper boss peened over the complete grip zone and a hand-lashed rim, front face only	Ancient copper-alloy shield boss mechanics attached to a complete organic fighting body	https://www.metmuseum.org/art/collection/search/244541	review_reuse	post_calib	ChatGPT Image Jul 13, 2026, 11_24_36 PM (2).png	2fa57f37af50b3c70332c53dd09f2316c27497de4615277e8fac14b1d8bafed6	promote	salvage_shield_146	needs_user	offhand_compactguard	2	shield	peened copper grip boss
buckler_bronze_stepped_boss	buckler	3	Bronze Boss Buckler	S	2	2	a compact round hand shield with a shallow beaten-bronze face, one broad stepped boss, and a thick rolled rim, front face only	Italic eighth- to seventh-century BC concentric bronze shield boss	https://www.metmuseum.org/art/collection/search/248657	generate_new	none	none	none	not_audited	none	unreviewed	offhand_compactguard	3	buckler	stepped all-bronze boss
shield_redglass_boss	shield	4	Redglass Boss Shield	P	2	3	a tall narrow wood shield beneath plain rawhide, with a functional bronze boss and short spine carrying five opaque red-glass studs in deep bronze cells, no radial motif, front face only	Battersea shield documents opaque red glass mechanically framed in a functional boss and structural roundels	https://www.britishmuseum.org/collection/object/H_1857-0715-1	generate_new	none	none	none	not_audited	none	unreviewed	offhand_compactguard	4	shield	cell-set redglass boss
guard_skymetal_spine	defensive_offhand	5	Riven Parrying Spine	P	1	2	an elongated hand-and-forearm guard forged from one thick bar of raw dark meteoritic iron, with a deep center grip, blunt flared terminals, and no blade edge	Ancient center-grip shield mechanics compressed into a narrow one-piece defensive bar	https://www.metmuseum.org/art/collection/search/22635	generate_new	none	none	none	not_audited	none	unreviewed	offhand_compactguard	5	defensive_offhand	one-piece forearm spine
focus_antler_prong	rite_focus	1	Antler Prong	P	1	3	a substantial double-ended rite implement carved from one dense antler beam, with short opposed prongs, a thick central grip, and no face or sacred symbol	Neolithic to Bronze Age perforated antler macehead construction	https://www.britishmuseum.org/collection/object/H_St-D-86	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_resonance	1	ritefocus	one-piece antler prong
focus_copper_bell	rite_focus	2	Copper Ring Bell	P	1	3	a heavy cast copper bell with a large integral top ring for a firm hand grip, a broad flared mouth, and one internal clapper, surfaces plain	Greek and Roman bronze hand bell with documented integral ring suspension	https://www.britishmuseum.org/collection/object/G_1814-0704-1228	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_resonance	2	ritefocus	integral-ring bell
focus_bronze_censer	rite_focus	3	Bronze Tripod Censer	S	2	2	a compact hemispherical bronze incense bowl on three sturdy feet with a broad in-turned rim, one fitted pierced lid, and soot confined inside	Late Roman or Early Byzantine open-bowl bronze censer with tripod feet	https://www.britishmuseum.org/collection/object/H_1986-0705-1	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_dustwind - Misc\02__ritual.png	none	not_audited	balanced:faction_dustwind_misc:ritual	needs_user	offhand_rite_resonance	3	ritefocus	lidded tripod burner
focus_ivory_waxboards	rite_focus	4	Handled Ivory Diptych	S	2	2	a substantial palm-high authority diptych with two very thick ivory-framed leaves held partly open on a stout side hinge, deep blank wax wells, and one oversized integral lower grip; strongly three-dimensional at 48px, no writing	Neo-Assyrian ivory writing set from Nimrud, whose surviving thick hinged waxed leaves date to 720-710 BC, adapted only with a prominent carrying grip for held-item readability	https://www.britishmuseum.org/collection/object/W_1954-1115-2	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_resonance	4	ritefocus	handled thick hinged diptych
focus_skymetal_rod	rite_focus	5	Meteoric Rite Rod	P	1	3	a severe double-ended raw dark meteoritic-iron rod with four broad blunt flanges at each end, a thick center grip, and no glow, gems, text, or symbols	Ancient double-ended pronged sceptre structure translated into rare meteoritic iron	https://www.britishmuseum.org/collection/object/G_1872-0604-842	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_resonance	5	ritefocus	double-flanged rite rod
focus_stone_bowl	rite_focus	1	Serpentine Offering Bowl	S	2	2	a deep heavy offering bowl carved from one piece of dark serpentine, with a low foot and one broad pouring lip, plain and usable	Prehistoric through Classical stone vessel tradition anchored by ancient libation bowls	https://www.metmuseum.org/en/art/collection/search/255910	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_authority	1	ritefocus	one-piece lipped bowl
focus_copper_sistrum	rite_focus	2	Copper Bar Sistrum	P	1	3	a rigid cast-copper handled frame with three straight transverse sounding bars and a thick disk-ended grip, no deity heads or copied symbols	Late Period Egyptian and Roman sistrum structure with culture-specific sacred imagery suppressed	https://www.metmuseum.org/art/collection/search/553063	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_authority	2	ritefocus	rigid three-bar frame
focus_bronze_prongs	rite_focus	3	Bronze Pronged Sceptre	P	1	3	a compact heavy bronze sceptre with opposed forked terminals, a thick central leather-wrapped grip, and plain bounded bands	Ancient double-ended pronged rite implements and Classical bronze sceptre casting	https://www.britishmuseum.org/collection/object/G_1872-0604-842	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_dustwind - STR - tier 2\05__ritual.png	none	not_audited	balanced:faction_dustwind_str_t2:ritual	needs_user	offhand_rite_authority	3	ritefocus	opposed pronged sceptre
focus_ram_rhyton	rite_focus	4	Ram-Head Rhyton	S	2	2	a substantial bronze libation cup with one compact ram-head pouring terminal, a deep cylindrical body, and one broad handle, no added symbols	Ancient Greek and Near Eastern libation-vessel tradition with one bounded animal terminal	https://www.metmuseum.org/en/art/collection/search/255910	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - DEX - tier 2\05__ritual.png	none	not_audited	balanced:faction_north_dex_t2:ritual	needs_user	offhand_rite_authority	4	ritefocus	animal-terminal rhyton
focus_skymetal_incense_arm	rite_focus	5	Black-Iron Incense Arm	P	1	3	a long handled censer forged from raw dark meteoritic iron, with a shallow ember tray at one end, a broad integral grip at the other, and a severe plain shaft	Late Period Egyptian bronze incense burner, a complete 47.3 cm handled rite implement, translated only in T5 material	https://www.britishmuseum.org/collection/object/Y_EA41606	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_authority	5	ritefocus	long tray-ended censer
focus_wood_clappers	rite_focus	1	Hardwood Clappers	P	1	3	a pair of broad dense hardwood signaling clappers joined at one thick hand grip and shown as one complete substantial sounding implement	Ancient paired clapper and signaling-instrument family using carved wood and cord	https://www.metmuseum.org/art/collection/search/246680	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_vessels	1	ritefocus	joined sounding paddles
focus_copper_ewer	rite_focus	2	Copper Libation Ewer	S	2	2	a substantial hammered-copper pouring vessel with a low rounded body, one high loop handle, and a sharply defined short spout, no inscription	Ancient libation-vessel tradition documented by Greek and Near Eastern ritual vessels	https://www.metmuseum.org/en/art/collection/search/255910	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_vessels	2	ritefocus	loop-handled pouring body
focus_bronze_handseal	rite_focus	3	Bronze Hand Seal	P	1	3	a dense cast-bronze stamp seal with a broad circular face and tall solid perforated handle, shown obliquely so its bounded stamp remains unreadable	Bronze Age copper-alloy stamp seal from western Iran with a tall perforated handle, dated 2200-1800 BC	https://www.britishmuseum.org/collection/object/W_1975-0301-6	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_vessels	3	ritefocus	tall-handled stamp
focus_amber_bell	rite_focus	4	Amber-Terminal Bell	P	1	3	a heavy bronze hand bell with one small amber inset recessed into its broad handle terminal above the gripping hand, safely away from mouth and clapper	Ancient Greek and Roman hand-bell construction with amber restricted to one protected non-impact inset	https://www.britishmuseum.org/collection/object/G_1814-0704-1228	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_vessels	4	ritefocus	protected amber terminal
focus_skymetal_lamp	rite_focus	5	Riven Oil Lamp	S	2	2	a heavy raw dark meteoritic-iron oil lamp with a deep round reservoir, two opposed short nozzles, a broad rigid handle, and a fitted filling lid	Roman bronze double-nozzle lamp construction translated into rare meteoritic iron	https://www.britishmuseum.org/collection/object/G_1864-0126-1	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_vessels	5	ritefocus	double-nozzle reservoir
focus_shell_rattle	rite_focus	1	Shell Frame Rattle	P	1	3	a heavy forked hardwood hand frame holding three large pierced shell sounding plates on one stout crossbar, compact and durable	Rigid ancient sistrum construction simplified into wood and shell without copied sacred iconography	https://www.britishmuseum.org/collection/object/G_1893-0626-1	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_libation	1	ritefocus	shell-plate hand frame
focus_copper_ladle	rite_focus	2	Copper Dipper Ladle	S	2	2	a substantial side-spouted copper dipper with a deep round bowl, broad strap handle, open pouring lip, and two plain reinforcing ribs	Neo-Assyrian bronze side-spouted dipper ladle excavated at Nimrud	https://www.britishmuseum.org/collection/object/W_N-120	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_libation	2	ritefocus	side-spouted dipper
focus_bronze_phiale	rite_focus	3	Bronze Libation Bowl	S	2	2	a broad shallow hammered-bronze phiale with a raised central omphalos, a thick usable rim, and one restrained punched band, no symbols	Greek fourth-century BC bronze phiale or libation bowl	https://www.metmuseum.org/en/art/collection/search/255910	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_libation	3	ritefocus	omphalos libation dish
focus_jade_mace	rite_focus	4	Jade Mace-Sceptre	P	1	3	a compact authority sceptre with one heavy polished jade pear-shaped head socketed to a short hardwood shaft and secured by a plain bronze collar	Ancient ceremonial mace-sceptre family and perforated stone mace construction	https://www.britishmuseum.org/collection/object/H_OA-227	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_libation	4	ritefocus	socketed pear mace
focus_skymetal_tripod_cauldron	rite_focus	5	Riven Tripod Cauldron	S	2	2	a compact raw dark meteoritic-iron rite cauldron with a deep lobed body, three integral feet, two rigid loop handles, and a fitted plain lid, no symbols	Shang ritual tripod cauldron architecture translated into rare meteoritic iron while preserving cast feet and handles	https://www.metmuseum.org/art/collection/search/61047	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_libation	5	ritefocus	lidded three-foot cauldron
focus_hide_barrel_drum	rite_focus	1	Hide Barrel Drum	S	2	2	a compact double-headed drum of short wood staves with two plain hide membranes joined by continuous tension lacing, shown as one complete object	Late Period Egyptian stave-built double-headed drum with leather heads and tension lacing	https://www.metmuseum.org/art/collection/search/552813	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_procession	1	ritefocus	double-headed stave drum
focus_copper_incense_tongs	rite_focus	2	Copper Incense Tongs	P	1	3	a long pair of heavy copper incense tongs joined at one spring bend, with broad plain gripping pads and no figurative terminals, shown closed	Eighteenth Dynasty bronze incense tongs from Amarna, 35.3 cm long, simplified only by suppressing hand-shaped terminals	https://www.britishmuseum.org/collection/object/Y_EA59284	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_procession	2	ritefocus	spring-bend ember tongs
focus_bronze_standard_head	rite_focus	3	Bronze Yoke Standard	P	1	3	a substantial lost-wax bronze hand standard with two opposed curved yoke arms around a deep central socket and a short integrated grip, no long staff	Iron Age II Luristan paired-feline socketed standard finial, reduced to abstract opposed structural curves	https://www.britishmuseum.org/collection/object/W_1930-0702-2	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_procession	3	ritefocus	socketed opposed yoke
focus_obsidian_lug_bowl	rite_focus	4	Obsidian Lug Bowl	S	2	2	a broad oval offering bowl carved and polished from black obsidian, with a flat base and two opposed pairs of thick vertical lugs, no inscription or added ornament	Early Dynastic III obsidian lug bowl from the Royal Cemetery at Ur, dated about 2600 BC	https://www.britishmuseum.org/collection/object/W_1928-1010-420	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_procession	4	ritefocus	four-lug obsidian vessel
focus_skymetal_bell	rite_focus	5	Black-Iron Hand Bell	P	1	3	a massive handled bell cast from raw dark meteoritic iron, with a broad flared mouth, one heavy clapper, and two plain reinforcing bands	Ancient Greek and Roman hand-bell geometry translated into rare meteoritic iron	https://www.britishmuseum.org/collection/object/G_1814-0704-1228	generate_new	none	none	none	not_audited	none	unreviewed	offhand_rite_procession	5	ritefocus	massive banded bell
