source_kind	source_path	source_sha256	source_class	decision	assigned_art_id	reason
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_dustwind - STR - tier 2\01__body_armor.png	b050f2ca2065897af4d8e1e7fa293000e0d994e16ce0d54c0aa6d9877a17450e	body_armor	assign_to_row	body_splint_bronze	Useful vertical splint construction candidate.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_dustwind - STR - tier 2\02__outer_layer.png	c5758e10f11835d71d65a93346ea11d76c67e7ffda3fb58234d3db04d4b82250	outer_layer	reject_base_reuse	none	Shingled strips fail cloak continuity and read as scale imitation.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_dustwind - STR - tier 3\01__body_armor.png	614f33d187c35a065c8e024fdc9cdbf811387eb549992d383cc0bfc48a73df77	body_armor	alias_existing	body_splint_bronze	Redundant mature splinted torso read.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - DEX - tier 1\01__body_armor.png	93da1d39fb044bc3af8775f6a3145ddb877470d37fcb43246f664535e61b0945	body_armor	alias_existing	body_corselet_copper_disc	Redundant sparse-reinforcement corselet.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - DEX - tier 1\02__headgear.png	dcc5f028ebedf0397bcd9e82c2f1e84533e56b498a1970a38669d1718017300c	headgear	assign_to_row	helmet_ridged_bronze_illyrian	Strong ancient twin-ridge open-face silhouette.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - DEX - tier 2\01__body_armor.png	030097425b823212d68820364c607cf9253fbde6d130705c84e549eaf03ea358	body_armor	alias_existing	body_splint_copper	Redundant early-metal splint economy source.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - DEX - tier 2\02__outer_layer.png	1251de87a841415a3d2a968d38a9c6af5a183ff19a595c46843a1f350334a24c	outer_layer	reject_base_reuse	none	Layered tabs read as scale armor rather than continuous cloth.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - DEX - tier 3\01__body_armor.png	7dece0358e79db7ea1b8c0ca3956d10e2230459e61a0281cfcc318638c5c73fe	body_armor	alias_existing	body_lamellar_bronze	Redundant mature short lamellar body.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - DEX - tier 3\06__headgear.png	797a42d55a341c5023201135e78370b7abfcc07244fc1d929f65c06abef5df5d	headgear	alias_existing	helmet_light_quilted	Redundant felt or textile cap.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - INT - tier 1\01__body_armor.png	c6597c35b281959daaf1e347943800a7667d1d20d35920900f9dbab85954450e	body_armor	alias_existing	body_cuirass_rawhide	Redundant organic torso shell.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - INT - tier 1\02__headgear.png	99bbdfc1129fbe7289c9d127eee64df9d3d0529200217a9e5efc656c2680f8ac	headgear	alias_existing	helmet_light_copper_point	Second pointed ancient helmet; one ladder row is sufficient.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - INT - tier 2\01__body_armor.png	2cab1faf31549d920baf6aac7b41d9b1bbc43715745a9388141d0d1df5a1eb0b	body_armor	assign_to_row	body_splint_copper	Clear early-metal vertical splint candidate.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - INT - tier 2\02__outer_layer.png	6ca907cb2bac09caca3816f6980439cc3420abcb3307ea1515fd6883e2fcd5d4	outer_layer	reject_base_reuse	none	Repeated shingled panels violate broad continuous mantle rule.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - INT - tier 3\01__body_armor.png	f8333a2e45ffbc31cfea4f44af00edf52bb2295966a4fb039701f6d5dddd2dd8	body_armor	alias_existing	body_splint_bronze	Redundant mature-metal torso candidate.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_riverspill - DEX - tier 1\01__body_armor.png	d6ca4d4658a234e67f8f530cc212f33e5e0518ad9934f23dc62b1e6fdf17e3b1	body_armor	alias_existing	body_cuirass_rawhide	Redundant low hide or textile body candidate.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_stonewood - DEX - tier 2\01__body_armor.png	264c2c997a80b943b48d0113a0b215fde4c9b5c15ec16e2bde9ac86ba78723d3	body_armor	assign_to_row	body_lamellar_copper	Useful early-metal lamellar candidate.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_stonewood - INT - tier 1\06__outer_layer.png	0be25ba74b06c9d9d0e41b65684f5819dc023b93aceb19e4c6deb6cc787212bb	outer_layer	assign_to_row	outer_full_bast	One of two existing broad continuous outer silhouettes.
balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_stonewood - STR - tier 3\06__headgear.png	83be58ee9076c0b1eb8fe047dfb58fc8668d15aa5010e326ce4b57782e8e72cb	headgear	alias_existing	helmet_light_quilted	Redundant felt cap supply.
post_calib	ChatGPT Image Jul 10, 2026, 10_52_35 PM (5).png	ad5e3831565b2879826ea24dc86c7e813bd16898c50bc91f0cfaf06b3ac5b4e2	body_armor	needs_user	none	Ornate textile harness has uncertain slot purity and excessive trim.
post_calib	ChatGPT Image Jul 10, 2026, 10_52_35 PM (6).png	559c03ed8dfcfc87d89852c72b2188b40f60db0cb61fabb4645a0d2425463e71	outer_layer	assign_to_row	outer_short_chlamys	Continuous asymmetric mantle; border needs user review.
post_calib	ChatGPT Image Jul 10, 2026, 10_53_50 PM (5).png	bec0a3f03fc464d52c6093f566ede18f78ef68bed99344ee44c1ed5aa34420a1	body_armor	alias_existing	body_cuirass_rawhide	Promoted low hide body duplicates selected rawhide row.
post_calib	ChatGPT Image Jul 10, 2026, 11_03_56 PM (2).png	aa665568cc492cffdd820113900f72beededbfd04de85355ce1b133e44dfd05c	helmet	reject_base_reuse	none	Regular segmented construction reads too late and too manufactured.
post_calib	ChatGPT Image Jul 10, 2026, 11_04_16 PM (6).png	9cfd36d820288d25b07f41b99a4c97eaba84d388eaf0ecb0bc4d41d6e986e83d	outer_layer	assign_to_row	outer_short_pelt	Strong continuous single-pelt cape candidate.
post_calib	ChatGPT Image Jul 10, 2026, 11_23_37 PM (5).png	86d4211045065b10d7073211c3bf82f18cf1a895e6b66d9419ae8aff98a1b219	body_armor	assign_to_row	body_corselet_bronze_scale	Compact backed scale corselet is plausible after review.
post_calib	ChatGPT Image Jul 10, 2026, 11_24_04 PM (5).png	2102d29d5a060dc0f4abb33a34f6cf8eeb47e0c9ad40dfc857fe20540b14e058	body_armor	assign_to_row	body_lamellar_bronze	Compact dark lamellar candidate with continuous backing.
post_calib	ChatGPT Image Jul 10, 2026, 11_24_35 PM (6).png	0623bf7cdcfe183bed474a5c56972b4398b324d84d454bb606bc3730e9582671	outer_layer	assign_to_row	outer_full_dyed_long	Continuous long dyed cloak; tassel and trim need user review.
post_calib	ChatGPT Image Jul 10, 2026, 11_25_02 PM (3).png	6861f075960bc68591dc967c09c104568b28dca883c5fca0242483872c581844	helmet	assign_to_row	helmet_light_quilted	Clear promoted quilted organic war cap.
post_calib	ChatGPT Image Jul 10, 2026, 11_25_02 PM (5).png	0cd155d64afd6c8ed5c16db9b1d4ab59d120639f3a0d9dc8f274ea919c5516f7	body_armor	reject_base_reuse	none	Over-strapped costume treatment and weak torso load path.
post_calib	ChatGPT Image Jul 10, 2026, 11_25_02 PM (6).png	37c651eb6f87e912947bf5304b7f758d1476ad7ff62a14cb77858b73cae26c29	outer_layer	reject_base_reuse	none	Ornate shawl and tassels do not fit clean inventory read.
post_calib	ChatGPT Image Jul 10, 2026, 11_25_30 PM (3).png	aee2001073e761aa9e6d729dc76c86796f0036421d7ee3fb0358898ed7ba054c	helmet	assign_to_row	helmet_open_rawhide	Promoted organic cheek-guard helmet.
post_calib	ChatGPT Image Jul 10, 2026, 11_25_30 PM (5).png	57aa0f58184356014e3cc981ce8991e5037add67e1a1b1ef1a3daa5f09e2c0f8	body_armor	assign_to_row	body_cuirass_rawhide	Best promoted low hide body shell.
post_calib	ChatGPT Image Jul 10, 2026, 11_25_30 PM (6).png	875f7cc8dac61d08a7e66c9e72481cb9ceb99d548503efcc84d79938aca86aee	outer_layer	reject_base_reuse	none	Hooded later-era silhouette is outside target register.
post_calib	ChatGPT Image Jul 10, 2026, 11_25_57 PM (5).png	ef67c4f9ef6b73b2afbbbd0a4fca6425da7ee63ddc99945a5cd88e0c6a1d9482	body_armor	reject_base_reuse	none	Over-strapped and overly regular armor read; weaker than selected lamellar.
post_calib	ChatGPT Image Jul 10, 2026, 11_39_34 PM (3).png	d9449320d495b78fac9a911083613dd6c1c5dfac071591c7c13ab99a96c6acb5	helmet	reject_base_reuse	none	Ornate brow discs risk pasted-decoration logic.
post_calib	ChatGPT Image Jul 10, 2026, 11_39_34 PM (6).png	6f61ff13d388d96eeb2ab08385d6748a8860508990a415671f295219cafe8149	outer_layer	alias_existing	outer_short_pelt	Pelt field is usable only if chain-like neck detail is excluded.
post_calib	ChatGPT Image Jul 12, 2026, 11_03_06 PM (5).png	7374c6c75ea919f352569c3d5972add7571a2955cab114a338b3095c3feedc9f	body_armor	reject_base_reuse	none	Long strip skirt and oversized shoulders contaminate the body slot.
post_calib	ChatGPT Image Jul 13, 2026, 10_43_11 PM (5).png	a0453bc4150e85a1d938b15cdc838dc7d2191341d41c64f5a9641d4ab7415ade	body_armor_or_robe	reject_base_reuse	none	Long sleeveless robe is not compact body armor.
post_calib	ChatGPT Image Jul 13, 2026, 11_17_52 PM (3).png	2c10c92877bde648b5ee6ca5f4cd1bb3e7906c3d311cca770b49bc95ae3d834e	helmet_or_cowl	reject_base_reuse	none	Ornate quilted cowl is ambiguous and too costume-like.
post_calib	ChatGPT Image Jul 13, 2026, 11_24_36 PM (3).png	372dbfb5d21c04a70f1f410a3653426b07bda6c6e388525312c83009be7f9da6	helmet	assign_to_row	helmet_neckguard_leather	Promoted layered leather helm with useful rear coverage.
post_calib	ChatGPT Image Jul 13, 2026, 11_24_37 PM (5).png	81028a5e9cf5b3c7937717c6bd03cfe10342e2842ab63444ea3577dc0fdb27b5	body_armor	alias_existing	body_cuirass_rawhide	Promoted low hide body duplicates selected rawhide row.
post_calib	ChatGPT Image Jul 13, 2026, 11_28_51 PM (3).png	eb41c8aa80e1bb4be5c7ff1cdf73237916808a36a8b793254509e38e5dcbe3c8	outer_layer_or_cowl	assign_to_row	outer_short_cowl	Promoted continuous folded wool shoulder field.
post_calib	ChatGPT Image Jul 13, 2026, 11_28_52 PM (6).png	ded03a5192cc6551e134e2ab9b15d4c6cb18939afb8e98db66218ce8c1c794e3	outer_layer	assign_to_row	outer_short_wrap	Promoted simple broad shoulder wrap.
post_calib	ChatGPT Image Jul 13, 2026, 11_51_11 PM (5).png	2bedd839e0e6e405f7c0b2446510958de327529e8d472ec1ab92be2652f2814c	body_armor	reject_base_reuse	none	Costume-like torso and oversized shoulder treatment.
post_calib	ChatGPT Image Jul 14, 2026, 01_03_23 AM (3).png	13ff17bba9b6001e9a380cf1eb4da6c9d87e86d1acc0531a58c124e8b9e72d00	helmet	assign_to_row	helmet_ridged_hide_point	Promoted organic pointed helm gives a distinct T1 macro-shape.
post_calib	ChatGPT Image Jul 14, 2026, 01_18_49 AM (5).png	54e721b006be74e055cd8687d12c2dbe15f041b058f3fe05481c70b1fe6dc64d	body_armor	reject_base_reuse	none	Skirted or harness-like body presentation violates slot isolation.
post_calib	ChatGPT Image Jul 14, 2026, 12_09_55 AM (5).png	7b511f79d36a6e2fad279070098e7b68fe0409916cd55a37e721a3aa491946a3	body_armor	reject_base_reuse	none	Oversized shoulders and costume assembly obscure armor construction.
post_calib	ChatGPT Image Jul 14, 2026, 12_09_55 AM (6).png	eb87dab29f8ac32383be373800091b2a320f6ad543243c1d78c3f3adc74abf16	outer_layer	reject_base_reuse	none	Harness and costume elements break continuous outer-layer silhouette.
post_calib	ChatGPT Image Jul 14, 2026, 12_15_05 AM (3).png	b79ce378f11817b85975d57f4ae7a5be6b9aa4bd864b998e8811abce5505a6d5	helmet	reject_base_reuse	none	Segmented crown with long tail reads too late and overbuilt.
post_calib	ChatGPT Image Jul 14, 2026, 12_15_05 AM (5).png	6e40eb32d1d60cedc190d0f8eb258223b928a736184893c063227435b1326414	body_armor	reject_base_reuse	none	Costume contamination and weak compact torso read.
post_calib	ChatGPT Image Jul 14, 2026, 12_20_11 AM (5).png	ccf4fffba7bf4e52fc267a3faf5e66b7243349d7bb733246c09f8855a3144026	body_armor	reject_base_reuse	none	Oversized shoulders and lower-body contamination.
