art_id	class	tier	display_name	canvas	grid_w	grid_h	desc	historical_anchor	source_url	action	source_kind	source_path	source_sha256	source_verdict	overlap_key	qa_status	ladder_id	rung	runtime_kind	mechanical_identity
wpn_swd_flint_longblade	sword	1	Long Flint Blade	P	1	3	an exceptionally long thick bifacial flint blade with a restrained lanceolate outline, straight sharp margins, and a blunt basal grip wrapped in rawhide	Badarian bifacial leaf-shaped flint knife from Grave 569, British Museum EA59725	https://www.britishmuseum.org/collection/object/Y_EA59725	generate_new	none	none	none	not_audited	none	unreviewed	weapon_sword	1	sword	oversized bifacial stone longblade
wpn_swd_copper_fork	sword	2	Copper Forksword	P	1	3	a broad cast copper sword with a paddle-like blade, low central ridge, integral narrow grip, and a bifurcated fork terminal	South Asian Copper Hoard fork-pommel sword, British Museum 1915,0216.1	https://www.britishmuseum.org/collection/object/A_1915-0216-1	generate_new	none	none	none	not_audited	none	unreviewed	weapon_sword	2	sword	paddle blade with fork terminal
wpn_swd_leaf_flange	sword	3	Flange-Hilt Leafblade	P	1	3	a long bronze leaf blade with a lenticular section, low raised spine, modest shoulders, and straight flanges holding plain wood grip scales	Late Bronze Age flanged-hilt leaf sword, British Museum WG.1680	https://www.britishmuseum.org/collection/object/H_WG-1680	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_dustwind - DEX - tier 2\04__long_sword.png	none	not_audited	balanced:faction_dustwind:dex:t2:long_sword	needs_user	weapon_sword	3	sword	leaf blade with scale-holding flanges
wpn_swd_sica_recurve	sword	4	Sica Recurve	P	1	3	a single-edged iron sword bent inward through the forward half, with an offset point, straight organic grip, and compact bar pommel	Iron Age recurved sica, British Museum 1892,0901.452	https://www.britishmuseum.org/collection/object/H_1892-0901-452	generate_new	none	none	none	not_audited	none	unreviewed	weapon_sword	4	sword	inward-curving single edge
wpn_swd_meteor_ring	sword	5	Meteoric Ringblade	P	1	3	a long parallel-edged sword of raw dark meteoric iron with a very small guard, plain leather grip, and a large open ring pommel	Romano-British ring-pommel sword dated to the third century, British Museum 2004,0301.1	https://www.britishmuseum.org/collection/object/H_2004-0301-1	generate_new	none	none	none	not_audited	none	unreviewed	weapon_sword	5	sword	parallel blade with open ring pommel
wpn_axe_ground_celt	axe_adze	1	Groundstone Celt	P	1	2	a polished wedge-shaped green-grey stone celt set through a bent antler sleeve into a short ash haft, with a broad cutting edge	Neolithic ground-stone axehead, British Museum 1879,1209.383	https://www.britishmuseum.org/collection/object/H_1879-1209-383	generate_new	none	none	none	not_audited	none	unreviewed	weapon_axe_adze	1	axe	stone celt in antler sleeve
wpn_axe_abydos_adze	axe_adze	2	Abydos Adze	P	1	2	a flat copper adze blade mounted transversely beneath a bent hardwood handle, with straight sides narrowing from a convex cutting edge	First Dynasty Egyptian copper adze blade from Abydos, British Museum EA30079	https://www.britishmuseum.org/collection/object/Y_EA30079	generate_new	none	none	none	not_audited	none	unreviewed	weapon_axe_adze	2	axe	transverse flat adze on knee haft
wpn_axe_luristan_socket	axe_adze	3	Inclined Socket Axe	P	1	2	a hollow inclined bronze axe blade with a compact rear adze counterform, relief-cast socket, and short practical hardwood haft	Bronze Age Luristan socketed axe-adze construction, British Museum 1936,0613.156	https://www.britishmuseum.org/collection/object/W_1936-0613-156	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_dustwind - DEX - tier 3\04__axe_adze.png	none	not_audited	balanced:faction_dustwind:dex:t3:axe_adze	needs_user	weapon_axe_adze	3	axe	inclined hollow blade with rear counterform
wpn_axe_canaan_window	axe_adze	4	Canaan Window-Axe	P	1	3	a compact tapered bronze axe head with two elongated open windows separated by one robust central rib, a restrained short cutting edge, and three integral haft collars seated on one continuous straight reddish-brown wood haft; no extra sleeves, caps, ornament, or fantasy crescent	Canaanite Middle Bronze Age paired-window fenestrated axe head, Metropolitan Museum 61.29; complete Levantine family example supports only the straight wood haft and collar seating	https://www.metmuseum.org/art/collection/search/325093	generate_new	none	none	none	review	none	unreviewed	weapon_axe_adze	4	axe	paired-window ribbed axe head
wpn_axe_skymetal_sagaris	axe_adze	5	Skymetal Sagaris Pick	P	1	3	a small raw dark skymetal head with a forward-curved load-bearing axe blade opposed by a long narrow pick, socketed and wedged onto a light straight hardwood haft	Iron Age sagaris axe-pick geometry represented by the ancient Iranian axe-pick, British Museum 1936,0613.156; translated to raw dark skymetal for T5	https://www.britishmuseum.org/collection/object/W_1936-0613-156	generate_new	none	none	none	not_audited	none	unreviewed	weapon_axe_adze	5	axe	skymetal opposed curved edge and piercing pick
wpn_club_rootknob	club_mace	1	Root-Knob Cudgel	P	1	3	a single dense hardwood branch retaining one broad root burl as its striking head, with a smoothed narrow handgrip and no added fittings	Prehistoric one-piece hardwood impact-weapon construction, anchored to the excavated Badarian hardwood weapon family	https://www.britishmuseum.org/collection/object/Y_EA59703	generate_new	none	none	none	not_audited	none	unreviewed	weapon_club_mace	1	mace	integral root burl striking head
wpn_club_antler_shafthole	club_mace	2	Antler Shaft-Hole Mace	P	1	3	a naturally forked antler crown cut into a compact macehead, drilled through the beam and mounted on a short stout wood haft	Neolithic to Bronze Age perforated antler macehead from the Thames at Kew, British Museum St/D.86	https://www.britishmuseum.org/collection/object/H_St-D-86	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - DEX - tier 2\04__impact.png	none	not_audited	balanced:faction_north:dex:t2:impact	needs_user	weapon_club_mace	2	mace	naturally forked antler head
wpn_club_bronze_ribbed_mace	club_mace	3	Eight-Rib Bronze Mace	P	1	3	a cast bronze spherical macehead with eight low vertical crushing ribs and a clean circular shaft hole, slid over a stout hardwood haft and locked by a tapered crown wedge	Bronze Age cast copper-alloy shaft-hole macehead with eight projecting vertical ribs, British Museum 1936,0613.75	https://www.britishmuseum.org/collection/object/W_1936-0613-75	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_dustwind - INT - tier 1\04__impact.png	none	not_audited	balanced:faction_dustwind:int:t1:impact	needs_user	weapon_club_mace	3	mace	cast ribbed spherical crusher
wpn_club_cypriot_finned	club_mace	4	Cypriot Finned Mace	P	1	3	a tall cast bronze macehead with four broad axial fins around a tubular shaft hole, mounted on a straight hardwood haft	Eighth-century BC Cypriot finned bronze macehead, Metropolitan Museum 74.51.5594	https://www.metmuseum.org/art/collection/search/130004944	generate_new	none	none	none	not_audited	none	unreviewed	weapon_club_mace	4	mace	tall axial fins around socket
wpn_club_skymetal_hammerpick	club_mace	5	Skymetal Hammer-Pick	P	1	3	a compact raw dark skymetal load-bearing head with one square hammer face and one tapered pick, socketed and wedged onto a thick ash haft without flanges or later armor-breaking ornament	Ancient hammer-pick geometry constrained by the pre-AD axe-pick family, British Museum OA.5635; translated to raw dark skymetal for T5	https://www.britishmuseum.org/collection/object/H_OA-5635	generate_new	none	none	none	not_audited	none	unreviewed	weapon_club_mace	5	mace	skymetal hammer face opposed by compact pick
wpn_2h_paddle_greatclub	two_hand	1	Great Paddle Club	P	2	4	a shoulder-high one-piece hardwood club with an elongated broad paddle striking body, thick lenticular edges, and a long narrow two-hand grip	Badarian hardwood throw-stick and club construction, British Museum EA59703	https://www.britishmuseum.org/collection/object/Y_EA59703	generate_new	none	none	none	not_audited	none	unreviewed	weapon_two_hand	1	two_hand	shoulder-high integral paddle club
wpn_2h_stone_maul	two_hand	2	Stone Boat-Maul	P	2	4	a long two-hand ash haft passing through a heavy boat-shaped ground-stone head with one blunt face and one tapered face	Neolithic to Bronze Age drilled stone mace and hammer construction, British Museum OA.227	https://www.britishmuseum.org/collection/object/H_OA-227	generate_new	none	none	none	not_audited	none	unreviewed	weapon_two_hand	2	two_hand	drilled boat stone on long haft
wpn_2h_copper_sidepoint	two_hand	3	Copper Side-Point Staff	P	2	4	a long hardwood staff carrying a broad asymmetrical arsenical-copper side blade on an arched hafting plate, fixed by three peened rivets through blade and wood	Chalcolithic Italian three-rivet side-point weapon, British Museum 1880,1214.1	https://www.britishmuseum.org/collection/object/H_1880-1214-1	generate_new	none	none	none	not_audited	none	unreviewed	weapon_two_hand	3	two_hand	three-rivet lateral point
wpn_2h_rhomphaia	two_hand	4	Rhomphaia Greatblade	P	2	4	a very long gently forward-curving single-edged iron blade whose extended tang runs deep between two plain ash grip scales fixed by three transverse pins	Thracian iron rhomphaia in the Historical Museum Pernik, published by Bulgaria's National Archaeological Institute with Museum	https://naim.bg/issuesFiles/_HEROS_HEPHAISTOS.pdf	generate_new	none	none	none	not_audited	none	unreviewed	weapon_two_hand	4	two_hand	long curved blade with extended grip
wpn_2h_skymetal_ge	two_hand	5	Skymetal Ge Spear-Staff	P	2	4	a long dark hardwood shaft carrying a right-angled raw dark skymetal dagger-axe below a separate narrow skymetal forward point, both load-bearing parts locked into one compact skymetal mounting	Eastern Zhou composite ge polearm geometry with side blade and forward point, British Museum 1981,1117.2; translated to raw dark skymetal for T5	https://www.britishmuseum.org/collection/object/A_1981-1117-2	generate_new	none	none	none	not_audited	none	unreviewed	weapon_two_hand	5	two_hand	skymetal forward point joined to lateral dagger axe
wpn_spear_flint_lash	spear_polearm	1	Flint Lash Spear	P	1	4	a full straight ash shaft with a broad knapped flint head seated in a split tip and locked by crossed sinew binding	Prehistoric knapped-stone spear construction, cross-checked against the British Museum Palaeolithic bifacial tool collection	https://www.britishmuseum.org/collection/object/H_1972-0901-5	review_reuse	post_calib	C:\Users\Alex\Downloads\items_post_calib_batch\ChatGPT Image Jul 10, 2026, 11_24_03 PM (1).png	09e6dd4afc89a283ae45c54b7802e9f5bd66a120a6b2f6bb1a279e3c5c92fed3	promote	salvage_spear_049	needs_user	weapon_spear_polearm	1	spear	broad knapped head with crossed lash
wpn_spear_copper_needle	spear_polearm	2	Copper Needle Spear	P	1	4	a full-length spear with a narrow triangular copper head whose long flat tang is bound into a split ash shaft	Early Bronze Age tanged and collared spearhead construction, British Museum WG.2126	https://www.britishmuseum.org/collection/object/H_WG-2126	review_reuse	post_calib	C:\Users\Alex\Downloads\items_post_calib_batch\ChatGPT Image Jul 10, 2026, 11_25_30 PM (1).png	b2d52bef2d14eecc895df024873de8b45bd1cacb21206cdb4d47c2b7b6667dbe	promote	salvage_spear_079	needs_user	weapon_spear_polearm	2	spear	narrow tanged point in split shaft
wpn_spear_broad_midrib	spear_polearm	3	Broad Midrib Spear	P	1	4	a full-length ash spear with a broad bronze blade, stout raised midrib, beveled edges, and a short pegged socket	Early Bronze Age Snowshill ogival spearhead with stout midrib, British Museum WG.2126	https://www.britishmuseum.org/collection/object/H_WG-2126	review_reuse	post_calib	C:\Users\Alex\Downloads\items_post_calib_batch\ChatGPT Image Jul 10, 2026, 11_39_34 PM (1).png	6876021dcd02f8997b9cdf1333cc25bc06980c998645559d1a20036197aefff8	promote	salvage_spear_099	needs_user	weapon_spear_polearm	3	spear	broad socket blade with raised midrib
wpn_spear_achaemenid_barbed	spear_polearm	4	Achaemenid Barbed Spear	P	1	4	a full long hardwood shaft with a narrow forged-iron lanceolate head, prominent central rib, one compact backward barb, and a long bound tang	Achaemenid barbed iron javelin-head from Deve Huyuk, 500-350 BC, British Museum 1913,1108.73	https://www.britishmuseum.org/collection/object/W_1913-1108-73	review_reuse	post_calib	C:\Users\Alex\Downloads\items_post_calib_batch\ChatGPT Image Jul 13, 2026, 11_51_10 PM (1).png	e56e8039a158a5e055432843d5315c87743736488049b130b5c6e8238cd363e0	promote	salvage_spear_167	needs_user	weapon_spear_polearm	4	spear	single barb on long forged tang
wpn_spear_skymetal_trident	spear_polearm	5	Skymetal Trident	P	2	4	a full-length hardwood shaft carrying a raw dark skymetal load-bearing head with three functional parallel prongs and a long integral shank driven deeply into the shaft and pinned	Iron trident geometry excavated in Lachish Tomb 0521, British Museum 1980,1214.7601; translated to raw dark skymetal for T5	https://www.britishmuseum.org/collection/object/W_1980-1214-7601	generate_new	none	none	none	not_audited	none	unreviewed	weapon_spear_polearm	5	spear	skymetal three-prong head on deep shank
wpn_throw_badarian_stick	throwing	1	Badarian Throwstick	P	1	2	a dense one-piece hardwood throwing stick with a broad shallow elbow, flattened aerodynamic faces, and smoothly tapered unequal ends	Excavated Badarian wooden throw-stick from Badari, British Museum EA59703	https://www.britishmuseum.org/collection/object/Y_EA59703	generate_new	none	none	none	not_audited	none	unreviewed	weapon_throwing	1	throwing	aerodynamic bent hardwood missile
wpn_throw_bronze_javelin	throwing	2	Bronze War Javelin	P	1	3	a light full-length throwing shaft with a very small plain bronze blade, narrow socket, and compact weighted butt	Bronze javelin head from Smyrna, British Museum 1935,0823.16	https://www.britishmuseum.org/collection/object/G_1935-0823-16	generate_new	none	none	none	not_audited	none	unreviewed	weapon_throwing	2	throwing	long light shaft with tiny socket head
wpn_throw_woven_sling	throwing	3	Woven War Sling	P	1	2	one empty historical hand sling with a broad woven cradle, two long braided cords, a simple finger loop, and a plain release knot	Ancient sling construction cross-checked against the Metropolitan Museum's documented woven sling, object 314617	https://www.metmuseum.org/art/collection/search/314617	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_dustwind - INT - tier 3\04__sling_throwing.png	none	not_audited	balanced:faction_dustwind:int:t3:sling_throwing	needs_user	weapon_throwing	3	throwing	flexible cradle and twin release cords
wpn_throw_late_roman_plumbata	throwing	4	Lead-Weighted Plumbata	P	1	2	a compact Late Roman throwing dart with a short forged-iron point passing into a conical lead weight, riveted to a wood shaft with restrained feathering	Late Roman plumbata with iron point, conical lead mantle, and surviving rivet evidence, Wien Museum MV 9491, AD 201-500	https://sammlung.wienmuseum.at/objekt/192259-plumbata/	generate_new	none	none	none	not_audited	none	unreviewed	weapon_throwing	4	throwing	conical lead weight behind iron point
wpn_throw_skymetal_barbdart	throwing	5	Skymetal Barbed Dart	P	1	2	one short heavy throwing dart with a raw dark skymetal load-bearing lanceolate head, prominent midrib, one backward barb, a hardwood shaft, and restrained feathering	Achaemenid barbed forged-iron javelin-head geometry from Deve Huyuk, British Museum 1913,1108.73; translated to raw dark skymetal for T5	https://www.britishmuseum.org/collection/object/W_1913-1108-73	generate_new	none	none	none	not_audited	none	unreviewed	weapon_throwing	5	throwing	skymetal heavy dart with retaining barb
wpn_bow_holmegaard_flat	bow	1	Holmegaard Flatbow	P	2	4	a tall one-piece elm bow with broad parallel inner limbs, a deep narrow stiff grip, and clean tapering outer limbs, shown strung without arrows	Mesolithic elm bow from Holmegaard Mose dated about 7000 BC, National Museum of Denmark	https://en.natmus.dk/historical-knowledge/denmark/prehistoric-period-until-1050-ad/the-mesolithic-period/the-stone-age-hunters-bow-and-arrow/the-worlds-oldest-bows/	generate_new	none	none	none	not_audited	none	unreviewed	weapon_bow	1	bow	broad parallel flat limbs
wpn_bow_beni_hasan_self	bow	2	Beni Hasan Self Bow	P	2	4	a very long narrow round-section wood self bow with an even shallow D curve, subtly thickened center grip, and simple fiber string	Middle Kingdom wooden bow from Beni Hasan, British Museum EA41583	https://www.britishmuseum.org/collection/object/Y_EA41583	generate_new	none	none	none	not_audited	none	unreviewed	weapon_bow	2	bow	long narrow continuous d curve
wpn_bow_assyrian_angular	bow	3	Assyrian Angle Bow	P	2	4	a tall wood-and-sinew bow with a visibly angular central grip, shallow reflex shoulders, tapered tips, and a plain twisted string	Neo-Assyrian military bows shown directly on the Ashurnasirpal II river-campaign relief, British Museum 1849,1222.10	https://www.britishmuseum.org/collection/object/W_1849-1222-10	generate_new	none	none	none	not_audited	none	unreviewed	weapon_bow	3	bow	angular grip with shallow reflex shoulders
wpn_bow_achaemenid_birdtip	bow	4	Achaemenid Bird-Tip Bow	P	2	3	a compact sharply recurved composite bow with restrained bird-head nocks, thick horn belly, sinew-backed wood core, and a plain wrapped grip	Achaemenid recurved composite bow with bird-head tips on the Persepolis guard relief, British Museum 1861,0524.7	https://www.britishmuseum.org/collection/object/W_1861-0524-7	generate_new	none	none	none	not_audited	none	unreviewed	weapon_bow	4	bow	compact recurve with hooked nocks
wpn_bow_skymetal_reflex	bow	5	Skymetal Reflex Bow	P	2	3	a compact high-reflex bow with raw dark skymetal load-bearing belly laths bound to a sinew-backed hardwood core, deep forward-curving limbs, rigid horn ear sections, and a thick plain grip	Parthian composite-bow profile shown on a mounted-archer plaque, British Museum 1972,0229.1; ancient laminate joins retained while the compression laths translate to raw dark skymetal for T5	https://www.britishmuseum.org/collection/object/W_1972-0229-1	generate_new	none	none	none	not_audited	none	unreviewed	weapon_bow	5	bow	skymetal compression laths on deep reflex core
wpn_rod_forked_wood	caster_rod	1	Forked Wood Rod	P	1	3	a thick hand-length hardwood casting rod ending in a broad natural fork, with a bark-free oval grip and one shallow cord wrap	New Kingdom forked ritual and processional sticks documented in the Metropolitan Museum study of ancient Egyptian staves	https://resources.metmuseum.org/resources/metpublications/pdf/Notes_on_Sticks_and_Staves_in_Ancient_Egypt_The_Metropolitan_Museum_Journal_v_13_1978.pdf	generate_new	none	none	none	not_audited	none	unreviewed	weapon_caster_rod	1	caster_rod	natural forked wood terminal
wpn_rod_ivory_crescent	caster_rod	2	Ivory Crescent Ward	P	1	3	a thick curved hippopotamus-ivory casting wand with blunt ends, a broad convex working edge, and two ancient binding holes, omitting copied sacred figures	Middle Kingdom hippopotamus-ivory amuletic wand, British Museum EA24426	https://www.britishmuseum.org/collection/object/Y_EA24426	generate_new	none	none	none	not_audited	none	unreviewed	weapon_caster_rod	2	caster_rod	broad curved ivory ward
wpn_rod_paddle_head	caster_rod	3	Paddle-Head Rod	P	1	3	a thick short hardwood casting rod with a broad plain rectangular paddle at its upper end, a narrowed neck, and a blunt rounded grip butt	Middle Kingdom wood model sekhem or aba sceptre, 70 cm long, Metropolitan Museum 11.150.20b; geometry only, with sacred identity and imagery omitted	https://www.metmuseum.org/art/collection/search/546281	generate_new	none	none	none	not_audited	none	unreviewed	weapon_caster_rod	3	caster_rod	broad paddle terminal on thick wood rod
wpn_rod_horn_crowned	caster_rod	4	Horn-Crowned Rod	P	1	3	a thick shortened hardwood casting rod with an angular plain horn crown, bronze ferrule, and one broad leather binding band, without inscriptions or sacred imagery	Egyptian wood, bronze, horn, and leather was-sceptre, British Museum EA52886; component geometry only, with regalia identity omitted	https://www.britishmuseum.org/collection/object/Y_EA52886	generate_new	none	none	none	not_audited	none	unreviewed	weapon_caster_rod	4	caster_rod	horn crown with bronze ferrule
wpn_rod_oxus_skymetal	caster_rod	5	Oxus Skymetal Rod	P	1	3	a thick short load-bearing rod of raw dark skymetal with deep transverse grip furrows, unequal blunt terminals, and one bounded plain horn grip inset, without gold, gems, or inscriptions	Achaemenid gold-plated iron rod geometry from the Oxus Treasure, British Museum 1897,1231.173; translated to raw dark skymetal for T5	https://www.britishmuseum.org/collection/object/W_1897-1231-173	generate_new	none	none	none	not_audited	none	unreviewed	weapon_caster_rod	5	caster_rod	skymetal core with deep grip furrows
shield_hide_round	shield	1	Hide Roundshield	P	2	3	a broad round rawhide fighting shield tensioned over a bent wood frame, with a hand-lashed rim and one restrained center boss, front face only	Iron Age hide-shaped shield model from the Salisbury Hoard and its organic binding logic	https://www.britishmuseum.org/collection/object/H_1998-0401-1_1	review_reuse	post_calib	ChatGPT Image Jul 10, 2026, 11_25_30 PM (2).png	ef04f96619d4bc1e5bfa6cd84fd2d27a31fc0ef49fd9aa840458996111e1943e	promote	salvage_shield_081	needs_user	offhand_roundwall	1	shield	tensioned hide round
shield_oxhide_tower	shield	2	Oxhide Tower Shield	P	2	4	a tall rounded-rectangle shield of layered oxhide over wood, with a narrow copper spine, three restrained bosses, and a hard bound rim, front face only	Ancient Near Eastern tower-shield silhouette with Romano-British metal binding as assembly evidence	https://www.britishmuseum.org/collection/object/H_1982-0103-55	generate_new	none	none	none	not_audited	none	unreviewed	offhand_roundwall	2	shield	layered body wall
shield_bronze_parma	shield	3	Bronze Parma	P	2	3	a compact oval wood shield with a broad hammered bronze center plate, low hand boss, pale rawhide edge, and otherwise plain face, front face only	Ancient bronze boss and organic oval shield construction	https://www.metmuseum.org/art/collection/search/244541	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - DEX - tier 1\03__shield.png	none	not_audited	balanced:faction_north_dex_t1:shield	needs_user	offhand_roundwall	3	shield	oval center plate
shield_shell_pelta	shield	4	Shell-Plate Pelta	P	2	3	a crescent wood shield with a few broad mother-of-pearl plates drilled near their edges and sparsely peened over continuous rawhide backing, front face only	Ancient Hellenistic pelta silhouette with explicit drilled rigid-plate attachment over an organic shield	https://resources.metmuseum.org/resources/metpublications/pdf/Art_of_the_Hellenistic_Kingdoms_From_Pergamon_to_Rome.pdf	generate_new	none	none	none	not_audited	none	unreviewed	offhand_roundwall	4	shield	segmented shell crescent
buckler_skymetal	buckler	5	Black-Iron Buckler	S	2	2	a compact deep-domed buckler hammered from raw dark meteoritic iron, with a wide plain rim and a protected center grip, front face only	Italic convex bronze boss mechanics translated into rare meteoritic iron	https://www.metmuseum.org/art/collection/search/248657	generate_new	none	none	none	not_audited	none	unreviewed	offhand_roundwall	5	buckler	deep dome hand shield
shield_reed_pelta	shield	1	Reed Pelta	P	2	3	a compact crescent shield with a tightly bundled cane core beneath one continuous rawhide fighting face and a hard wood rim, front face only	Ancient crescent pelta silhouette documented in Hellenistic art and built with ancient cane-and-hide methods	https://resources.metmuseum.org/resources/metpublications/pdf/Art_of_the_Hellenistic_Kingdoms_From_Pergamon_to_Rome.pdf	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_dustwind - DEX - tier 1\03__shield.png	none	not_audited	balanced:faction_dustwind_dex_t1:shield	needs_user	offhand_cutoutwall	1	shield	covered cane crescent
shield_hide_dipylon	shield	2	Open-Side Body Shield	P	2	4	a tall oval oxhide shield with two deep opposing side cutouts, a continuous wood frame, and a narrow plain edge, front face only	Bronze and Early Iron Age Dipylon shield silhouette documented in Greek material culture	https://www.metmuseum.org/de/essays/warfare-in-ancient-greece	review_reuse	balanced_output	C:\Users\Alex\Downloads\items_multi_context_balanced_v1\faction_north - DEX - tier 3\03__shield.png	none	not_audited	balanced:faction_north_dex_t3:shield	needs_user	offhand_cutoutwall	2	shield	opposed side cutouts
shield_bronze_yetholm	shield	3	Ribbed Bronze Shield	P	2	3	a large shallow sheet-bronze roundshield beaten from one disc, with a stepped boss, concentric structural ribs, and a turned rim, front face only	Late Bronze Age Yetholm-type sheet-bronze shield from Rhyd-y-Gorse	https://www.britishmuseum.org/collection/object/H_1873-0210-2?selectedImageId=1168430001	generate_new	none	none	none	not_audited	none	unreviewed	offhand_cutoutwall	3	shield	one-piece ribbed disc
